Time,Month,Hour,Day,PJM_AP,PJM_ATSI,PJM_COMD,PJM_Dom,PJM_EMAC,PJM_PENE,PJM_SMAC,PJM_WMAC,PJM_West,ATLSHR,OCN1,OCN2,SKPJK1,SKPJK2,MRWN,MMTM,CVOW,onsh_WIND
3714,6,19,155,0.847035738,0.711993549,0.349615297,0.152347131,0.481373386,0.966001856,0.684314436,0.951475516,0.525967927,0,0,0,0,0,0.181758463,0.150118798,0.536322652,0.62731242
3715,6,20,155,0.900741365,0.847870343,0.378965519,0.23578926,0.575511796,0.985809038,0.784072375,0.998138788,0.597472677,0,0,0,0,0,0.025472011,0.012568449,0.445692449,0.700165911
3716,6,21,155,0.938255264,0.77154619,0.681483567,0.368965468,0.792160847,0.992336642,0.804227319,0.975522752,0.600583858,0,0,0.020728098,0.028154377,0.028154377,0.009796847,0,0.275944054,0.759606855
3717,6,22,155,0.810531211,0.738566639,0.865157868,0.342366016,0.836178821,0.929019079,0.772699555,1,0.559659481,0.046784431,0.059794739,0.107236699,0.002175685,0.002175685,0.001558801,0.003238707,0.154430658,0.732205504
3718,6,23,155,0.767109482,0.774541195,0.999952252,0.367471297,0.908652794,0.92382462,0.904800086,0.993573367,0.510771213,0.08434023,0.067439072,0.107280045,0.032513566,0.032513566,0.005571019,0.000511306,0.105357915,0.740921938
3719,6,24,155,0.715153769,0.687372213,1,0.476466572,0.859231152,0.873360571,0.96138306,0.908518267,0.480534918,0.101000517,0.054162811,0.035956182,0.153112531,0.153112531,0.004655717,0,0.063751399,0.709739411
3720,6,1,156,0.688560601,0.720278909,1,0.646053586,0.806096237,0.876164521,0.883939225,0.652001373,0.451041513,0.021175183,0,0,0.18909134,0.18909134,0,0,0.025032356,0.685794778
3721,6,2,156,0.654623417,0.845998446,0.862653442,0.676629337,0.697492361,0.939647558,0.767832684,0.442008507,0.436140447,0,0,0,0.122922763,0.122922763,0,0,0.014330699,0.652827144
3722,6,3,156,0.646157587,0.88484094,0.964500083,0.464914094,0.495009968,0.978465922,0.499468907,0.376855749,0.48419687,0,0,0,0.049173728,0.049173727,0.000896087,0.023904296,0.011824876,0.609549521
3723,6,4,156,0.718874896,0.914792543,0.899310973,0.397592036,0.415755313,0.983719356,0.283989294,0.536468504,0.488970774,0,0,0,0.039640568,0.039640568,0,0.010043988,0.010894524,0.605827168
3724,6,5,156,0.788652096,0.920317498,0.89731353,0.323228417,0.36769985,0.990610309,0.260505579,0.709300532,0.595868541,0,0,0.014051821,0.05117413,0.05117413,0.017591614,0.052336283,0.016004764,0.64277373
3725,6,6,156,0.864255082,0.964194465,0.672817759,0.326550439,0.378998854,0.991513751,0.309234699,0.720828155,0.611494065,0,0,0.007449904,0.03864263,0.03864263,0.016252041,0.01615911,0.013919067,0.658658759
3726,6,7,156,0.869620389,0.986919662,0.635886335,0.254430754,0.372803496,0.999958007,0.415369988,0.687182218,0.619665468,0.015774366,0.052766047,0.028937802,0.048422545,0.048422545,0.021764114,0.025091104,0,0.658966289
3727,6,8,156,0.778853643,0.960151359,0.42635257,0.08748218,0.254247655,0.979726876,0.257905691,0.544559098,0.525266082,0.110167176,0.097794346,0.042036958,0.0191174,0.0191174,0.023952607,0.036498375,0,0.556150278
3728,6,9,156,0.722702368,0.861631421,0.245662288,0.026696893,0.282013267,0.999910131,0.164541736,0.630909095,0.405419826,0.253996134,0.216902718,0.197643995,0.010702368,0.010702368,0.012830084,0.017086489,0,0.500035326
3729,6,10,156,0.747846208,0.816499802,0.281083987,0.012531514,0.366645006,0.941954329,0.217663106,0.85619482,0.386247401,0.232162014,0.289109171,0.219965964,0,0,0.020039949,0.026433982,0,0.521532037
3730,6,11,156,0.859554016,0.732429308,0.365536935,0.016793118,0.533791717,0.947572822,0.359531951,0.971386066,0.385111861,0.327207238,0.153738945,0.169468641,0,0,8.28E-05,0,0,0.578272877
3731,6,12,156,0.882980128,0.66834212,0.339791337,0.030929178,0.61038185,0.943521593,0.399150628,0.943361947,0.326445055,0.30122435,0.230648428,0.219353199,0.024943259,0.024943259,0.004084514,0.00120008,0,0.573103372
3732,6,13,156,0.885613783,0.626651658,0.302497283,0.028597119,0.749929278,0.89398241,0.570882644,0.994467693,0.339638781,0.225263834,0.256924987,0.272896469,0.027311984,0.027311984,0,0.004841083,0,0.60050477
3733,6,14,156,0.827002498,0.600675805,0.269563189,0.043239341,0.837587143,0.94380774,0.588156639,0.82997912,0.418054197,0.15737617,0.199853718,0.236280024,0.059576969,0.059576969,0.007698443,0,0,0.615438016
3734,6,15,156,0.784916882,0.523285154,0.255116792,0.061548822,0.833716893,0.944162069,0.847518283,0.872991914,0.385500238,0.11698924,0.124037533,0.144269079,0.052115701,0.052115701,0,0,0,0.607639182
3735,6,16,156,0.855440041,0.524378483,0.27952011,0.096932669,0.797426118,0.914726144,0.925823865,0.821280327,0.367220881,0.09379743,0.098030694,0.12371514,0.033520695,0.033520695,0,0,0,0.611735241
3736,6,17,156,0.804514598,0.548462215,0.326604026,0.131366229,0.807486367,0.840170823,0.977838691,0.735238857,0.355732433,0.075653054,0.097861201,0.112288773,0.0301043,0.0301043,0,0.001747628,0.005802634,0.599660368
3737,6,18,156,0.790044587,0.682669765,0.339895853,0.196758596,0.734237678,0.797201209,0.724569698,0.490886492,0.384661743,0.054257907,0.074413001,0.0824157,0.068505898,0.068505898,0,0,0.012360802,0.580313171
3738,6,19,156,0.810327739,0.632053734,0.625383472,0.326546613,0.724615459,0.735442028,0.994685767,0.543921937,0.414654074,0.046816625,0.067024678,0.075725294,0.046255082,0.046255082,0,0,0.033213302,0.620357324
3739,6,20,156,0.848533899,0.599095911,0.753400288,0.565759086,0.913628714,0.849518401,0.93713036,0.751332142,0.581539659,0.043430768,0.054704718,0.064863063,0.047993146,0.047993146,0,0,0.038091578,0.741171522
3740,6,21,156,0.846099784,0.749496201,0.792212391,0.576836478,0.731164398,0.927206615,0.981247829,0.847182571,0.616492682,0.046757102,0.054510921,0.059147298,0.032366164,0.032366164,0,0.000567891,0.031320095,0.752380321
3741,6,22,156,0.797082639,0.822160634,0.743229922,0.551332991,0.868113631,0.926448838,0.976189967,0.823766896,0.709005971,0.065102443,0.071040251,0.084027409,0.052931189,0.052931189,0,0.001462911,0.041081701,0.789759409
3742,6,23,156,0.728123487,0.75355888,0.678247257,0.485096511,0.7946765,0.902126279,0.931015811,0.833437532,0.693789319,0.056365989,0.048601482,0.061725684,0.051955752,0.051955752,0,0.003058043,0.059120316,0.743753835
3743,6,24,156,0.655396699,0.752196108,0.646327125,0.458224178,0.775105057,0.868670155,0.949879966,0.810040791,0.619331795,0.052176591,0.056420885,0.056741133,0.068833947,0.068833947,0.001175813,0.007387409,0.099973962,0.701829544
3744,6,1,157,0.617278631,0.603207647,0.573416134,0.46862038,0.648331006,0.771503015,0.933220598,0.485195008,0.569646478,0.093213886,0.085237652,0.075272039,0.055572123,0.055572123,0.016982674,0.019910043,0.108277425,0.616047558
3745,6,2,157,0.559730963,0.464445258,0.508262219,0.51134911,0.569521644,0.609825414,0.863135143,0.415759124,0.577991395,0.106561333,0.111762643,0.100882933,0.109752015,0.109752014,0.025952846,0.025101725,0.12810406,0.561756002
3746,6,3,157,0.469092893,0.427096416,0.424602296,0.385549623,0.484423294,0.472332343,0.83676946,0.422914095,0.580838654,0.118628353,0.128732115,0.127629057,0.111010633,0.111010633,0.066193558,0.059585031,0.185137093,0.503657865
3747,6,4,157,0.418477185,0.39962042,0.27605072,0.377586544,0.404071819,0.304307214,0.817406121,0.416436318,0.592502223,0.154400528,0.16152203,0.154935569,0.12839514,0.12839514,0.073679619,0.066968918,0.166154921,0.4597408
3748,6,5,157,0.375666968,0.42107525,0.218858282,0.446633014,0.30812025,0.204525558,0.758877654,0.400732892,0.542201927,0.155244828,0.157331914,0.151144744,0.104175069,0.104175069,0.097162739,0.11293076,0.212516457,0.41714825
3749,6,6,157,0.3717687,0.414758087,0.227158488,0.69673831,0.29199497,0.13592727,0.745487239,0.382741044,0.507185105,0.129666716,0.129649371,0.123995066,0.100120231,0.100120231,0.132615954,0.132847994,0.203024804,0.417250302
3750,6,7,157,0.299507222,0.370685086,0.139038826,0.487604662,0.24032102,0.075832429,0.560775792,0.264756189,0.475422371,0.144923985,0.135921717,0.134783148,0.110898741,0.110898741,0.119436651,0.119743392,0.204851314,0.342102338
3751,6,8,157,0.206592184,0.200687257,0.059131353,0.180791699,0.123751065,0.046595129,0.282282052,0.175874886,0.267371845,0.134802759,0.133487731,0.120729573,0.089458503,0.089458503,0.120480188,0.121696941,0.233499348,0.188720718
3752,6,9,157,0.169085714,0.141608296,0.055214328,0.090555632,0.10323298,0.053079513,0.152983323,0.145611253,0.210952983,0.092431739,0.099773228,0.099023789,0.106428966,0.106428966,0.102257334,0.114697486,0.187261164,0.143985245
3753,6,10,157,0.155194393,0.111928317,0.044301969,0.070007875,0.075821672,0.053165113,0.087227904,0.07096818,0.191702929,0.068878636,0.087728471,0.066014543,0.06240277,0.06240277,0.098588496,0.082274579,0.194158137,0.119414717
3754,6,11,157,0.125020618,0.076287178,0.014229216,0.065650575,0.062258775,0.055009787,0.058232357,0.041370025,0.16153463,0.062997401,0.070399917,0.055279624,0.074656069,0.074656069,0.084588438,0.081068293,0.220992654,0.095971074
3755,6,12,157,0.098675731,0.064931475,0.004897375,0.047146488,0.050824398,0.043945206,0.04445229,0.091504317,0.17736006,0.059433848,0.060042545,0.043859229,0.068244994,0.068244994,0.113771618,0.105325334,0.231995911,0.092233779
3756,6,13,157,0.068711419,0.048636106,0.013604421,0.042294586,0.042548904,0.026290354,0.034754336,0.041498659,0.150969051,0.055545877,0.06059137,0.04413373,0.059321694,0.059321694,0.126943797,0.115230799,0.240357906,0.072321543
3757,6,14,157,0.047342542,0.0264571,0.013422371,0.043457291,0.044318046,0.03726101,0.025399206,0.093150419,0.122396019,0.045204654,0.063596457,0.056766614,0.101799771,0.101799771,0.158504888,0.147371173,0.252997219,0.063294774
3758,6,15,157,0.041015584,0.010291261,0.002643785,0.074124376,0.068210143,0.033661628,0.06182453,0.054349283,0.087308673,0.081268982,0.099863186,0.090581328,0.109557763,0.109557763,0.174357712,0.139206097,0.198811292,0.056351638
3759,6,16,157,0.040046058,0.00542807,0.022464315,0.078794674,0.073728701,0.032870327,0.071407875,0.038785704,0.059294847,0.087640658,0.096471235,0.10578245,0.137320697,0.137320697,0.204681769,0.189154013,0.292679906,0.050170241
3760,6,17,157,0.019862535,0.001002252,0.022026412,0.081111563,0.071730039,0.018276343,0.038240642,0.032207999,0.053465047,0.203508884,0.165573627,0.193829895,0.212574929,0.212574929,0.259284675,0.243430346,0.310185313,0.041384417
3761,6,18,157,0.026059443,0.001057203,0.072445055,0.098955491,0.073944547,0.030526542,0.036532312,0.039222731,0.053853441,0.244426131,0.233206317,0.228698492,0.262667477,0.262667477,0.27961284,0.273186415,0.273747266,0.048112209
3762,6,19,157,0.021150071,0.000293544,0.070196563,0.167384098,0.082596138,0.022579593,0.090838758,0.016725126,0.061823126,0.330474645,0.363514512,0.270494938,0.306647837,0.306647837,0.304080397,0.276816249,0.257770002,0.056379923
3763,6,20,157,0.047366012,0,0.100626113,0.325742344,0.116111083,0.006131834,0.144795651,0.051456308,0.123772535,0.34724623,0.338329017,0.330777228,0.293574303,0.293574303,0.264976144,0.295562803,0.259509861,0.099488647
3764,6,21,157,0.05641431,0.000434404,0.163046619,0.471454959,0.136731654,0.012060173,0.162792027,0.059879964,0.177977973,0.350458682,0.340604424,0.380666673,0.295708716,0.295708716,0.285407602,0.29330796,0.297802269,0.134578378
3765,6,22,157,0.035781621,0.004242923,0.276966484,0.550833707,0.128685918,0.004609392,0.119734707,0.032457773,0.202977369,0.487716615,0.484545261,0.465617061,0.335615456,0.335615456,0.324186861,0.333118081,0.313149214,0.143733295
3766,6,23,157,0.017139636,0.009163681,0.398660574,0.603270481,0.1437797,0.018391013,0.097905246,0.033983694,0.211393707,0.527322173,0.586342454,0.502989888,0.462855519,0.462855519,0.390638947,0.434162229,0.359292328,0.155606885
3767,6,24,157,0.014254838,0.02924073,0.452111045,0.530073358,0.117308662,0.018711515,0.046854842,0.010525436,0.266784986,0.544345617,0.514153838,0.485267073,0.475873708,0.475873709,0.465624391,0.452016055,0.382254958,0.159787025
3768,6,1,158,0.016917823,0.073020418,0.334199969,0.410936339,0.088145709,0.031728505,0.03276603,0.004428739,0.370480135,0.669449625,0.629274369,0.524205684,0.59991002,0.599910021,0.620292782,0.572685301,0.473679483,0.1711348
3769,6,2,158,0.020166894,0.13153515,0.277280693,0.323980177,0.070984024,0.029243076,0.002316077,0.000979037,0.422521108,0.769069021,0.718925,0.683564662,0.839264156,0.839264157,0.608425856,0.615583181,0.497388481,0.176346008
3770,6,3,158,0.031234798,0.226066058,0.231076682,0.232782328,0.039343528,0.025480872,0.000772026,1.56E-05,0.428220985,0.76306117,0.765706063,0.696656462,0.744642975,0.744642975,0.688083823,0.6659953,0.549260379,0.173887593
3771,6,4,158,0.035690444,0.267806938,0.213108781,0.185013904,0.023297727,0.029194779,0,0,0.390608446,0.841312767,0.826818351,0.780519662,0.835006056,0.835006056,0.714807868,0.728036043,0.509421466,0.162160919
3772,6,5,158,0.034870101,0.319013871,0.19562078,0.159043204,0.024088091,0.028818525,0,0.0020685,0.361732099,0.834206159,0.746164919,0.721576094,0.720668438,0.720668437,0.683492663,0.700487851,0.55893582,0.156886991
3773,6,6,158,0.031721505,0.329760055,0.209612119,0.16519401,0.027018686,0.026354895,0,0.011746589,0.336370997,0.779729963,0.781786081,0.811042425,0.795146463,0.795146463,0.496248066,0.609597921,0.444126547,0.15294491
3774,6,7,158,0.028366369,0.311326084,0.116452119,0.171574636,0.017965259,0.027442819,1.84E-05,0.018072879,0.321709963,0.757534025,0.668445943,0.680332182,0.684670213,0.684670213,0.348856896,0.471650689,0.451381059,0.1419712
3775,6,8,158,0.009147838,0.149314823,0.058306016,0.051633892,0.00220873,0.004661955,0,0.005732527,0.210661542,0.649548769,0.643755081,0.73718035,0.6559217,0.6559217,0.439639,0.447513283,0.420686334,0.077459473
3776,6,9,158,0.010102544,0.091546923,0.043754825,0.037593684,0.00043942,0.004343597,0,0.007776904,0.089125812,0.676324131,0.669098557,0.774171294,0.687809113,0.687809112,0.839890955,0.750970363,0.336445272,0.039190922
3777,6,10,158,0.008685331,0.076833214,0.037759014,0.031588925,0.000543764,0.00103918,0,0.01873481,0.058484314,0.604589045,0.635267557,0.626994731,0.870163444,0.870163444,0.878271226,0.854251862,0.452444255,0.029427252
3778,6,11,158,0.004880155,0.055465271,0.029691395,0.025619577,0.004766144,0.000222875,0.001401594,0.025928831,0.050517973,0.614784717,0.774941143,0.808540044,0.906655669,0.906655669,0.89005584,0.839218975,0.531909346,0.02496323
3779,6,12,158,0.005579775,0.054457585,0.029100461,0.021409008,0.0183074,0.001420564,0.006609391,0.03549844,0.041439473,0.787222266,0.817035912,0.901744244,0.886424544,0.886424544,0.70832658,0.8369748,0.596841631,0.025418666
3780,6,13,158,0.005706478,0.053390202,0.018158524,0.015838644,0.029035166,0.002516983,0.015469234,0.037299573,0.036566104,0.785619735,0.885211112,0.810983419,0.805352806,0.805352807,0.697555362,0.739950181,0.480297865,0.025457021
3781,6,14,158,0.005230169,0.05368113,0.021018491,0.022578522,0.050822054,0.006664734,0.006385264,0.036384983,0.036052282,0.986750243,0.916285631,0.867043494,0.805256131,0.805256131,0.729058683,0.741454957,0.234791577,0.029232799
3782,6,15,158,0.008783922,0.041408193,0.040889667,0.026759058,0.060098923,0.007685385,0.012684108,0.040340538,0.036204791,0.936933039,0.880571069,0.859367075,0.753152788,0.753152787,0.77886677,0.856665788,0.736769974,0.032110855
3783,6,16,158,0.009879618,0.054464649,0.082858017,0.031431109,0.058606296,0.007217269,0.02987535,0.041208436,0.034735962,0.778535372,0.740842463,0.756812332,0.737634419,0.737634418,0.433070539,0.687347175,1,0.036153476
3784,6,17,158,0.012240832,0.035015354,0.484734011,0.047409997,0.060327841,0.008081078,0.030041189,0.038958775,0.046559941,0.751061266,0.820885419,0.828915956,0.814997969,0.814997968,0.488959728,0.814837275,0.999101877,0.058430076
3785,6,18,158,0.012101448,0.037902391,0.288998057,0.066363904,0.078440905,0.008332294,0.038166098,0.024922011,0.091123711,0.810665607,0.743433119,0.7923429,0.769285919,0.769285919,0.929351329,0.715065538,1,0.064529319
3786,6,19,158,0.022121911,0.044472361,0.455371602,0.102078448,0.125893357,0.013700268,0.091827923,0.03088213,0.118906491,0.382108361,0.508316875,0.74082625,0.521644711,0.521644711,1,1,1,0.095658604
3787,6,20,158,0.052219303,0.134211849,0.681756951,0.239803946,0.291390751,0.047917594,0.154121022,0.05987805,0.114646618,0.70000225,0.932379843,0.623837471,0.996859907,0.996859907,1,1,1,0.163941561
3788,6,21,158,0.066550469,0.238012819,0.573586605,0.407330964,0.451378465,0.068459238,0.444217556,0.081248879,0.197439562,0.910291192,1,0.95040965,1,1,1,1,1,0.247671055
3789,6,22,158,0.070886761,0.296043945,0.699154363,0.517521248,0.519403204,0.06253094,0.598989689,0.083600423,0.230339065,1,1,1,1,1,1,1,1,0.294876353
3790,6,23,158,0.059532364,0.294573674,0.73748613,0.530385543,0.512732606,0.065611372,0.597943144,0.063865582,0.221642721,1,1,1,1,1,1,1,1,0.291257132
3791,6,24,158,0.045522957,0.173920008,0.655250375,0.483490999,0.461370928,0.057524431,0.549579583,0.093752154,0.23031993,1,1,1,1,1,1,1,1,0.262678378
3792,6,1,159,0.048582204,0.150274224,0.65023528,0.432058615,0.443362434,0.051257735,0.524706804,0.117614864,0.20547104,1,1,1,1,1,1,1,1,0.247314633
3793,6,2,159,0.063849038,0.16706382,0.649322484,0.494920279,0.390417783,0.035484336,0.507313488,0.151100846,0.155705827,1,1,1,1,1,1,1,1,0.235529413
3794,6,3,159,0.06605013,0.132338231,0.515435297,0.422500462,0.327010888,0.03896391,0.389994802,0.131897902,0.108120601,1,1,1,0.993231352,0.993231357,1,1,1,0.191782162
3795,6,4,159,0.060654743,0.110084614,0.459005374,0.280098202,0.268476022,0.012756996,0.236466159,0.136942126,0.113317482,1,1,1,1,1,1,1,1,0.157702987
3796,6,5,159,0.06535081,0.104455202,0.518480522,0.162871338,0.204921515,0.023736757,0.1689929,0.145175443,0.101950985,1,1,0.979745035,1,1,0.997626481,1,0.949896577,0.136815409
3797,6,6,159,0.051498018,0.093208273,0.325494011,0.12321855,0.158938191,0.022762975,0.121790801,0.146763833,0.086261064,0.998576998,1,1,0.998038056,0.998038056,0.995151399,1,1,0.107438594
3798,6,7,159,0.039248593,0.069218292,0.412722223,0.111732878,0.106780177,0.021277551,0.104460304,0.116239635,0.089896423,1,1,1,1,1,0.900020243,0.974881412,0.982425452,0.096031799
3799,6,8,159,0.01634404,0.034223285,0.243020063,0.027792271,0.02052239,0.020857551,0.013867839,0.048527078,0.051928581,0.990079765,0.963709594,0.995396022,0.972470398,0.972470401,0.942457914,0.9904086,0.902953863,0.041896969
3800,6,9,159,0.001666817,0.001778545,0.23942861,0.00706347,0.015590975,0.00261626,0.000464264,0.013096216,0.021653699,0.929113628,0.898221137,0.876476762,0.861989975,0.861989975,0.860207675,0.835958006,0.862380088,0.021536517
3801,6,10,159,0.000414033,0.00072852,0.194887183,0.005692308,0.016123619,6.90E-07,0,0.013150565,0.015796727,0.917637947,0.963896631,0.922544181,0.857259869,0.857259869,0.831934329,0.836049912,0.686815973,0.017338785
3802,6,11,159,0.004583042,0,0.163874046,0.004521775,0.012284489,0,0,0.014964133,0.004616262,0.848100662,0.904812157,0.853309394,0.803057131,0.803057132,0.829302786,0.757133125,0.406039775,0.013087013
3803,6,12,159,0.010077243,0,0.149619303,0.005891306,0.013687038,0.000413863,0,0.019503775,0.001778045,0.710645737,0.752347825,0.738463162,0.65314585,0.65314585,0.6867007,0.577988386,0.379964054,0.013302575
3804,6,13,159,0.00857601,0,0.101171181,0.018364688,0.029710886,0.003016998,0.000934367,0.021852431,0.002821343,0.53678596,0.457663179,0.4953942,0.330436885,0.330436886,0.361007393,0.437901378,0.315619349,0.014913686
3805,6,14,159,0.009729849,0.005146517,0.08954175,0.019451048,0.03763777,0.004539577,0.002146278,0.03350766,0.084615484,0.260016322,0.227664054,0.204452515,0.240587383,0.240587384,0.328181028,0.275914848,0.258157909,0.038143395
3806,6,15,159,0.022369914,0.011286133,0.044971118,0.027639552,0.045664361,0.01356523,0.005530485,0.046436901,0.022454121,0.1372246,0.105309263,0.121388048,0.15286535,0.152865349,0.300981701,0.252302647,0.290102094,0.026629596
3807,6,16,159,0.026301451,0.010240359,0.180512214,0.047374937,0.057548358,0.029674224,0.011785795,0.04700095,0.070874669,0.105626136,0.223357171,0.215795114,0.157838315,0.157838315,0.337155074,0.212266983,0.292328775,0.051113822
3808,6,17,159,0.043660423,0.043042984,0.099004028,0.094004802,0.067081271,0.035276132,0.02947827,0.042348379,0.033785073,0.29760918,0.308109909,0.262047112,0.100436397,0.100436397,0.388044179,0.283500135,0.264624715,0.050144883
3809,6,18,159,0.034112337,0.056339038,0.039499804,0.145881467,0.101189717,0.034496809,0.037163587,0.047239472,0.094194318,0.321184724,0.240637124,0.22300905,0.264934033,0.264934033,0.481454136,0.443070233,0.269663632,0.072386574
3810,6,19,159,0.088533781,0.204836217,0.046951082,0.300365998,0.186081377,0.047329217,0.05058858,0.04342685,0.06849417,0.367050707,0.306644529,0.295772493,0.26965648,0.269656479,0.489921214,0.448955238,0.375530481,0.117025474
3811,6,20,159,0.086991693,0.131371756,0.115993048,0.515952196,0.288599586,0.07357059,0.109375371,0.093936538,0.058433428,0.513155878,0.418719352,0.285024971,0.345128297,0.345128298,0.558669091,0.491626859,0.397465825,0.151929907
3812,6,21,159,0.103626554,0.1473439,0.569373488,0.557461548,0.377810761,0.134772442,0.127043578,0.074003936,0.172446814,0.501897932,0.308939904,0.227908254,0.054935813,0.054935813,0.071121335,0.111474671,0.604815423,0.229015506
3813,6,22,159,0.101437759,0.256147498,0.500508849,0.592934431,0.467026956,0.17827863,0.18158495,0.119236312,0.214521316,0.329677046,0.261445582,0.270779163,0.013953289,0.013953289,0.036824506,0.013381793,0.593192814,0.272367122
3814,6,23,159,0.168111043,0.181035021,0.594284071,0.741319255,0.587261751,0.135599382,0.233148586,0.226285295,0.325159648,0.338992297,0.245717704,0.215450227,0.01514183,0.01514183,0,0,0.059905067,0.346213592
3815,6,24,159,0.209990856,0.202639972,0.63374104,0.708981371,0.589485131,0.165650063,0.192550959,0.295336605,0.281796379,0.330210149,0.214013875,0.162949339,0.000967522,0.000967522,0,0,0.001802846,0.349203883
3816,6,1,160,0.133210848,0.178603702,0.504423958,0.722969173,0.609122649,0.188085113,0.196729979,0.279246615,0.185069818,0.190434083,0.135199606,0.10765113,0,0,0,0,0,0.307797061
3817,6,2,160,0.101565524,0.124156831,0.564374812,0.613578283,0.583054465,0.208486432,0.205726099,0.381794918,0.147184486,0.194724664,0.135708183,0.126426116,0,0,0,0,0,0.286138893
3818,6,3,160,0.188886083,0.131356389,0.395238543,0.627683829,0.450305471,0.179704667,0.218952031,0.433082023,0.162420265,0.185715944,0.121141195,0.090083614,0.00237304,0.00237304,0,0,0,0.279654808
3819,6,4,160,0.160969381,0.15072623,0.26188385,0.590913697,0.352508778,0.19214181,0.19612644,0.469646015,0.160354802,0.159845859,0.109692916,0.067016042,0.013323194,0.013323194,0,0,0,0.253567395
3820,6,5,160,0.093887326,0.143099916,0.279923866,0.536715862,0.268992045,0.187192431,0.145373059,0.48695934,0.141850711,0.107917831,0.085717872,0.069389455,0.014332788,0.014332788,0.00518649,0.007337729,0,0.217995924
3821,6,6,160,0.104450402,0.156705333,0.117987832,0.500340931,0.215983407,0.207714517,0.067033013,0.511311561,0.150785306,0.123157546,0.110368743,0.103781312,0.061503623,0.061503623,0.017666716,0.028735816,0,0.203900596
3822,6,7,160,0.087340468,0.180266961,0.154407125,0.299614567,0.178438875,0.231760031,0.030415956,0.431867407,0.160813226,0.132073969,0.116173394,0.100151673,0.070712827,0.070712827,0.016287025,0.022104867,0,0.180715753
3823,6,8,160,0.049729542,0.081759169,0.03188145,0.088125368,0.093363659,0.124891319,0.016056299,0.167850085,0.124901234,0.129685283,0.121261604,0.116427287,0.050605238,0.050605237,0.000671309,0.017471753,0,0.093239148
3824,6,9,160,0.016988183,0.029661456,0.050158143,0.038545826,0.046823721,0.060521347,0.013179583,0.038584637,0.05268073,0.129014999,0.105517201,0.070957437,0.03302069,0.03302069,0.000672108,0.001873759,0,0.040081803
3825,6,10,160,0.00588066,0.021150071,0.013933285,0.024361441,0.023663476,0.024339109,0.000942055,0.013090716,0.070991691,0.068578497,0.055348344,0.029629724,0.000578783,0.000578783,0.001446046,0.001799204,0,0.030316283
3826,6,11,160,0.001635553,0.011038699,0.01882388,0.030757707,0.010005604,0.001625684,0,0.002527157,0.043774056,0.04904367,0.030102272,0.018552905,0,0,0,0,0,0.017697221
3827,6,12,160,0.001254127,0.011400352,0,0.036132948,0.012355588,0,0,0,0.053402703,0.022197181,0.010732628,0.010494711,0,0,0,0,0,0.019718727
3828,6,13,160,0.006750603,0.001081207,0,0.042023226,0.016830888,0,0,0,0.066485939,0.011867089,0.007289503,0.010329787,0,0,0,0,0,0.024204955
3829,6,14,160,0.019613443,0.021032279,0.036755349,0.056035454,0.033826508,5.21E-05,0.015722364,0.003160476,0.089392148,0.006156014,0.000358772,0,0,0,0,0,0,0.040713463
3830,6,15,160,0.007722507,0.019882456,0.049028182,0.074400947,0.050700182,0.000893672,0.027004702,0.009225937,0.174776993,0.011562221,0,0,0,0,0,0,0,0.065957045
3831,6,16,160,0.007856486,0.008392958,0.059421732,0.123272674,0.105141451,0.004313247,0.267673137,0.012286229,0.186960928,0,0,0,0,0,0,0,0,0.092886284
3832,6,17,160,0.013126109,0.028781433,0.096106176,0.190741865,0.14630819,0.033033058,0.060881873,0.02709767,0.109183528,0,0,0,0,0,0,0,0,0.083002607
3833,6,18,160,0.02512899,0.047717223,0.36867177,0.232841035,0.120046686,0.024124159,0.015936793,0.046102832,0.102077349,0,0,0,0,0,0,0,0,0.095694627
3834,6,19,160,0.028566439,0.016647432,0.104322151,0.37154223,0.122574268,0.035856474,0.032431287,0.088595687,0.196344176,0,0,0,0,0,0,0,0,0.120514375
3835,6,20,160,0.147918678,0.136531401,0.33808,0.187190071,0.162307332,0.073311572,0.082046838,0.254302356,0.260000573,0,0,0,0,0,0,0,0.012109477,0.18803969
3836,6,21,160,0.184344236,0.165807146,0.231084748,0.14344006,0.211650082,0.211253199,0.098417008,0.386083256,0.194453801,0.030147877,0.035178021,0.041324798,0.00853528,0.00853528,0.025261581,0.021183036,0.051868346,0.200151511
3837,6,22,160,0.193982171,0.312367433,0.033228634,0.226662135,0.155457005,0.461558096,0.075493142,0.396482839,0.152458316,0.051391296,0.05433996,0.078408063,0.052522451,0.052522451,0.010131723,0,0.048351675,0.213164707
3838,6,23,160,0.303643696,0.333507718,0.030686106,0.211267308,0.142849016,0.634025901,0.06366821,0.422624683,0.234151613,0.147847683,0.141643793,0.15940243,0.070309155,0.070309155,0.044552326,0.049197092,0.125130981,0.266964764
3839,6,24,160,0.333675031,0.324415914,0.072342441,0.155108498,0.053547287,0.563703166,0.029233176,0.404772831,0.311879512,0.141832575,0.098608501,0.140763432,0.084307373,0.084307372,0.067761846,0.065863632,0.118152626,0.266114378
3840,6,1,161,0.264884252,0.429205739,0.204072132,0.184808299,0.041257616,0.52717332,0.017416534,0.506867971,0.276375658,0.141741753,0.170270815,0.175661862,0.092447184,0.092447184,0.143072307,0.106822386,0.200228215,0.264736612
