Time,Month,Hour,Day,PJM_AP,PJM_ATSI,PJM_COMD,PJM_Dom,PJM_EMAC,PJM_PENE,PJM_SMAC,PJM_WMAC,PJM_West,osw_zone1,osw_zone2,osw_zone3,osw_zone4,osw_zone5,SOLAR
1344,2,1,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1345,2,2,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1346,2,3,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1347,2,4,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1348,2,5,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1349,2,6,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1350,2,7,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1351,2,8,57,0,0,15.00646593,0,0.643134257,0,0,0,0,0,0,0,0,0,15.64960019
1352,2,9,57,11.14766059,52.09387452,100.7576991,6.714088361,35.01531046,65.81449208,9.208235896,1.929402671,166.8556179,0,0,0,0,0,449.5363816
1353,2,10,57,34.72924928,132.914413,142.3470422,30.6790406,49.1597125,153.3792986,10.0852109,8.57512316,463.5228274,0,0,0,0,0,1025.391918
1354,2,11,57,47.80631294,145.5627232,140.6320269,43.99038724,156.2349663,235.645906,21.70512846,13.72019802,537.5282249,0,0,0,0,0,1342.825874
1355,2,12,57,122.8386418,138.7026234,131.6281483,82.4721946,162.4512915,171.6592157,60.73050955,43.73312828,609.9573692,0,0,0,0,0,1524.173122
1356,2,13,57,163.3561019,130.5562589,125.4111744,78.0268077,200.3428613,177.5565592,51.52227448,77.39048856,595.5303982,0,0,0,0,0,1599.692925
1357,2,14,57,179.8632158,127.9837166,127.9837166,51.82818351,186.7105276,210.7787485,60.5112654,84.03620665,659.4375735,0,0,0,0,0,1689.133154
1358,2,15,57,172.7887343,133.5575517,135.2725671,46.84055638,190.9812051,245.6164475,65.99235631,75.46108509,684.130421,0,0,0,0,0,1750.640925
1359,2,16,57,168.7155473,141.9182916,138.0594846,42.90858251,125.9620655,278.739112,42.75252445,53.16576391,712.5273965,0,0,0,0,0,1704.748768
1360,2,17,57,310.4194619,141.0607775,115.3354064,22.18351349,118.3488672,267.8828716,18.63571595,104.8308814,744.363644,0,0,0,0,0,1843.06114
1361,2,18,57,275.0470799,92.82570993,39.87432453,28.40413577,24.75164482,140.2383053,5.04260545,56.59581382,503.7704495,0,0,0,0,0,1166.550069
1362,2,19,57,0,4.930695937,0,0,0,0,0,0,82.10680638,0,0,0,0,0,87.03750231
1363,2,20,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1364,2,21,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1365,2,22,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1366,2,23,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1367,2,24,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1368,2,1,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1369,2,2,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1370,2,3,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1371,2,4,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1372,2,5,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1373,2,6,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1374,2,7,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1375,2,8,58,0,0,14.79208741,3.226805484,51.20958911,0,0,0,0,0,0,0,0,0,69.228482
1376,2,9,58,326.2834467,53.80889627,71.81665986,381.5753108,603.2333932,149.6131533,185.4801862,90.2531741,397.8836632,0,0,0,0,0,2259.947884
1377,2,10,58,535.9452223,135.7013305,118.979838,575.1237946,864.3844164,265.3520604,279.3164902,134.415053,922.3468973,0,0,0,0,0,3831.565103
1378,2,11,58,547.950381,145.3483351,134.2006777,582.6598856,865.0802119,276.1826201,283.2628916,136.9875952,998.0612298,0,0,0,0,0,3969.733828
1379,2,12,58,522.0106346,139.7745128,78.67675967,553.7279354,815.2842469,260.4374144,266.1618668,129.055606,912.2299425,0,0,0,0,0,3677.358919
1380,2,13,58,500.7871964,130.7706342,84.6793454,532.3526674,779.9772087,247.2519107,256.2959091,123.481771,852.3538635,0,0,0,0,0,3507.950506
1381,2,14,58,504.2172399,119.8373521,107.4034172,532.777418,785.7963178,247.2519107,260.2422843,124.339285,896.950513,0,0,0,0,0,3578.815738
1382,2,15,58,528.2276084,131.6281483,105.9027708,553.7141785,819.7773269,260.6518025,274.2738844,130.7706342,925.3230625,0,0,0,0,0,3730.269416
1383,2,16,58,552.0235632,138.4882481,84.46496369,572.9451042,849.0325725,273.8469366,285.2360727,135.9157058,914.68451,0,0,0,0,0,3806.637677
1384,2,17,58,527.5844569,115.5497818,114.4778924,542.7182994,787.6329738,263.0099566,269.4505194,127.1262026,874.9851288,0,0,0,0,0,3622.535212
1385,2,18,58,267.1150907,78.03362092,40.94621393,286.9210198,341.2248235,137.9218758,130.6692509,57.23894618,603.6565477,0,0,0,0,0,1943.727389
1386,2,19,58,0,7.288855245,0,0,0,0,0,0,75.46108669,0,0,0,0,0,82.74994193
1387,2,20,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1388,2,21,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1389,2,22,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1390,2,23,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1391,2,24,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1392,2,1,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1393,2,2,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1394,2,3,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1395,2,4,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1396,2,5,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1397,2,6,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1398,2,7,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1399,2,8,59,0,0,7.503232965,0,24.03523547,0,0,0,0,0,0,0,0,0,31.53846843
1400,2,9,59,52.95138779,0.428756188,72.67416755,30.18557468,197.9300898,132.0437833,10.0852109,77.17611324,16.72289382,0,0,0,0,0,590.1979773
1401,2,10,59,224.4538518,8.146366923,122.1955062,67.59865152,424.2840494,234.0125225,163.7750569,88.75252767,83.65399621,0,0,0,0,0,1416.872529
1402,2,11,59,182.650127,12.21955078,126.0543132,108.0212928,573.1089306,265.9727285,234.5907863,87.89501359,156.3109791,0,0,0,0,0,1746.823722
1403,2,12,59,236.0302694,14.36333197,107.6177925,170.9628499,644.333144,211.0926362,215.9550622,83.39307429,232.8262215,0,0,0,0,0,1916.574382
1404,2,13,59,243.9622554,13.5058195,57.23894618,208.8170872,578.5660866,177.2016338,245.9914434,73.10292458,208.3171183,0,0,0,0,0,1806.703315
1405,2,14,59,205.1598299,12.64830702,88.32377063,175.4838363,605.2804568,182.4155162,260.0230434,119.4085887,307.672358,0,0,0,0,0,1956.415707
1406,2,15,59,278.0483759,28.51228543,40.30307838,207.4240282,558.5319934,171.7665379,253.6649791,127.1262026,361.8898283,0,0,0,0,0,2027.267309
1407,2,16,59,258.1112121,23.36721057,6.645720489,162.5539941,434.7907342,85.24794641,135.2733685,102.9014779,344.9163514,0,0,0,0,0,1553.808016
1408,2,17,59,259.6118521,9.003879398,5.359452175,113.9938498,293.3565674,68.47900487,95.59026061,70.95914579,146.8150516,0,0,0,0,0,1063.169064
1409,2,18,59,146.6346134,3.001293266,1.071890395,47.00615893,122.8439738,34.29407484,31.79033895,1.715024752,85.80717736,0,0,0,0,0,474.1645457
1410,2,19,59,0,1.929402671,0,0,0,0,0,0,1.286268564,0,0,0,0,0,3.215671235
1411,2,20,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1412,2,21,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1413,2,22,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1414,2,23,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1415,2,24,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1416,3,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1417,3,2,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1418,3,3,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1419,3,4,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1420,3,5,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1421,3,6,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1422,3,7,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1423,3,8,60,0,0,0,0.849485936,5.189717271,0,0,0,0,0,0,0,0,0,6.039203208
1424,3,9,60,2.786915097,0,1.071890395,33.17318693,50.63839171,1.270218119,12.71613591,9.861391874,8.317452312,0,0,0,0,0,119.8355824
1425,3,10,60,12.00517286,1.071890395,8.57512316,35.99519858,133.7668637,6.367140891,6.358067954,10.71890435,24.10469303,0,0,0,0,0,238.9630549
1426,3,11,60,29.79855374,2.786915147,14.57771049,46.11410312,106.3843782,20.9858851,13.15462341,18.86527127,41.81621179,0,0,0,0,0,294.4836523
1427,3,12,60,41.16059325,6.645720489,12.86268474,65.76977439,172.6192918,20.84854876,35.5174819,43.9475068,60.13931881,0,0,0,0,0,459.5109209
1428,3,13,60,91.11068338,8.57512316,11.79079455,56.49415122,179.1987144,21.08218692,45.82193614,57.02457085,73.81262971,0,0,0,0,0,544.9107903
1429,3,14,60,91.53944201,14.57771049,29.36979631,48.51270786,168.8092675,20.2310946,44.06798613,21.00905166,96.793365,0,0,0,0,0,534.9104215
1430,3,15,60,67.52909509,4.501939699,23.79596761,31.79587529,104.1176762,14.28949987,30.2556327,11.57641683,68.99633577,0,0,0,0,0,356.8584391
1431,3,16,60,28.08352919,3.430049504,91.3250635,23.38968687,59.77383943,7.227863242,14.90857219,4.930695937,76.09634897,0,0,0,0,0,309.1656488
1432,3,17,60,9.647013755,4.930695937,125.1967991,21.14227226,18.81712448,4.47946938,6.35806775,1.286268514,55.55757575,0,0,0,0,0,247.4152869
1433,3,18,60,2.786915072,0.428756188,41.80372481,4.699661269,0.428756188,0.854302277,1.534706,0,38.42519221,0,0,0,0,0,90.96201401
1434,3,19,60,0,0,0,0,0,0,0,0,4.716317818,0,0,0,0,0,4.716317818
1435,3,20,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1436,3,21,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1437,3,22,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1438,3,23,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1439,3,24,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1440,3,1,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1441,3,2,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1442,3,3,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1443,3,4,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1444,3,5,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1445,3,6,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1446,3,7,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1447,3,8,61,0,0,27.86914987,27.61649956,9.208224269,0,0,0,0,0,0,0,0,0,64.6938737
1448,3,9,61,22.29532098,8.146366923,114.4778924,371.1945992,19.61850422,2.12773042,8.112017551,1.286268514,374.0484164,0,0,0,0,0,921.3071166
1449,3,10,61,103.5446135,135.9157058,131.8425236,475.2861183,37.51522938,13.76765188,57.44185207,19.29402831,763.0168639,0,0,0,0,0,1737.624587
1450,3,11,61,114.9066558,120.2661028,118.3366993,597.0518744,96.84768118,21.77347199,105.2369807,35.37238523,796.6149446,0,0,0,0,0,2006.406796
1451,3,12,61,140.6320253,51.23636044,130.3418708,563.1059642,171.6077062,50.29789968,142.5084094,30.01293186,906.7850153,0,0,0,0,0,2186.528183
1452,3,13,61,207.7323657,65.59969242,110.8334735,565.5595574,187.0013148,81.94881632,158.2939627,31.51357829,912.0672911,0,0,0,0,0,2320.550052
1453,3,14,61,271.8314085,125.1967991,125.6255625,570.9719227,128.7217107,159.658223,161.8018627,46.94879966,903.4961572,0,0,0,0,0,2494.252446
1454,3,15,61,353.0807072,147.0633632,125.6255625,593.8612609,169.0486987,163.3643392,173.8602686,21.86656414,953.5226003,0,0,0,0,0,2701.293365
1455,3,16,61,476.3481028,154.0646429,141.9182916,610.5618421,66.05389783,158.6904456,176.9296737,43.9475068,1045.161143,0,0,0,0,0,2873.675546
1456,3,17,61,392.7406404,153.923463,125.4111744,585.6124691,82.06002427,144.0863549,279.0972493,4.501939699,1011.415826,0,0,0,0,0,2778.849141
1457,3,18,61,159.7116733,106.9746666,49.09258165,314.2976601,13.97777392,142.4591259,84.40883136,8.146366923,738.21136,0,0,0,0,0,1617.28004
1458,3,19,61,0,17.36462484,0,0,0,0,0,0,128.1980932,0,0,0,0,0,145.562718
1459,3,20,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1460,3,21,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1461,3,22,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1462,3,23,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1463,3,24,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1464,3,1,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1465,3,2,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1466,3,3,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1467,3,4,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1468,3,5,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1469,3,6,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1470,3,7,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1471,3,8,62,0,0,30.4416889,40.43505191,22.43521673,0,11.400673,1.500646633,0,0,0,0,0,0,106.2132772
1472,3,9,62,340.432397,53.16576391,112.762877,422.3251446,206.1573319,116.3994892,107.867909,6.645720489,451.4870502,0,0,0,0,0,1817.243683
1473,3,10,62,571.7463486,143.2045563,148.1352526,604.5948376,623.2254231,205.2083989,245.9914564,34.51487116,976.7380388,0,0,0,0,0,3553.359183
1474,3,11,62,596.399843,152.6371983,145.1339598,609.9522249,796.4986339,222.9721968,231.3021207,34.30049264,1064.026401,0,0,0,0,0,3853.223071
1475,3,12,62,565.5293875,145.7770985,136.3444565,584.8248317,767.0414456,218.4188963,290.7171734,99.2570527,1027.479583,0,0,0,0,0,3835.389925
1476,3,13,62,540.2327799,138.4882481,130.9850095,562.7987258,787.340369,254.0035676,278.8779954,98.61392034,973.9993717,0,0,0,0,0,3765.339987
1477,3,14,62,522.4393852,136.1300812,133.3431636,564.9636719,752.408202,228.0266932,280.6319486,98.39953863,956.2091248,0,0,0,0,0,3672.551809
1478,3,15,62,558.026149,141.7039163,141.0607775,584.8248574,787.2761512,238.8861435,292.4711136,112.3341136,988.0028647,0,0,0,0,0,3844.586087
1479,3,16,62,584.1802707,149.8502808,145.3483351,601.1556407,753.9560345,260.3072007,303.2140611,87.03749952,1036.754479,0,0,0,0,0,3921.803802
1480,3,17,62,564.0287475,150.0646561,129.9131201,570.7939025,661.8244513,214.1955339,284.3590961,48.23506758,1032.62897,0,0,0,0,0,3656.043545
1481,3,18,62,308.9188091,94.32635636,51.45073896,312.9959397,218.8070499,103.4636636,143.8238809,19.07964979,744.2568903,0,0,0,0,0,1997.122979
1482,3,19,62,0,21.00905166,0,0,0,0,0,0,136.5588366,0,0,0,0,0,157.5678883
1483,3,20,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1484,3,21,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1485,3,22,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1486,3,23,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1487,3,24,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1488,3,1,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1489,3,2,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1490,3,3,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1491,3,4,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1492,3,5,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1493,3,6,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1494,3,7,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1495,3,8,63,4.501939899,0,33.22860325,56.19931283,78.69959586,0,30.91336436,7.074476727,0,0,0,0,0,0,210.6172929
1496,3,9,63,407.3183605,65.59969242,117.0504346,434.670856,309.5516709,189.6273313,207.1853154,44.80502087,510.8898493,0,0,0,0,0,2286.698531
1497,3,10,63,601.7592645,141.0607775,151.9940596,609.484401,266.4020241,296.8232114,308.1292857,82.53556022,1002.229009,0,0,0,0,0,3460.417592
1498,3,11,63,604.9749582,149.8502808,148.5640161,612.5529331,319.6437137,299.7763657,308.1292857,150.0646561,1062.525761,0,0,0,0,0,3656.081971
1499,3,12,63,570.2457085,142.5614303,139.131374,593.039275,451.492474,283.1832763,298.829191,141.9182916,1018.662342,0,0,0,0,0,3639.063362
1500,3,13,63,542.8053093,135.0581918,132.914413,572.3011128,557.1524431,270.6248481,286.9900129,136.1300812,966.4887102,0,0,0,0,0,3600.465122
1501,3,14,63,543.4484481,132.7000377,136.1300812,573.6165843,684.7096965,271.6903175,288.7439662,138.0594846,947.385037,0,0,0,0,0,3716.483653
1502,3,15,63,567.8875289,138.27386,144.0620704,594.1286073,860.6910255,285.0934066,301.4601078,145.5627232,975.9410636,0,0,0,0,0,4013.100393
1503,3,16,63,591.8978974,145.7770985,148.7783914,605.656694,921.31858,298.9220491,308.1292857,151.7796843,1018.873006,0,0,0,0,0,4191.132686
1504,3,17,63,570.4600839,145.1339598,134.6294411,574.2330867,879.5718273,289.3488635,299.0484319,145.1339598,1011.324626,0,0,0,0,0,4048.88428
1505,3,18,63,320.280861,103.1158596,52.09387452,319.2921603,410.9467889,148.4231908,154.1283269,70.74477047,730.8879589,0,0,0,0,0,2309.913791
1506,3,19,63,0,21.4378087,0,0,0,0,0,0,144.2764489,0,0,0,0,0,165.7142576
1507,3,20,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1508,3,21,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1509,3,22,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1510,3,23,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1511,3,24,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1512,3,1,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1513,3,2,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1514,3,3,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1515,3,4,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1516,3,5,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1517,3,6,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1518,3,7,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1519,3,8,64,21.22343018,0,1.071890395,76.0948454,171.7344102,0,39.46386859,22.5096981,0,0,0,0,0,0,332.0981428
1520,3,9,64,420.6097967,67.95785292,12.00517306,461.9931763,733.9146998,199.8340128,234.1522915,110.4047101,382.7071133,0,0,0,0,0,2623.578826
1521,3,10,64,606.2612102,145.5627232,21.00905166,611.4910767,918.9604259,298.7429845,308.1292857,149.4215301,719.4034532,0,0,0,0,0,3778.981741
1522,3,11,64,609.6180709,117.2648099,8.57512316,613.190052,914.458493,300.4515926,308.1292857,149.207142,728.8339762,0,0,0,0,0,3749.728546
1523,3,12,64,576.4626696,117.0504346,23.36721057,601.1556534,888.9014475,282.7962439,299.7061676,141.0607775,659.8526476,0,0,0,0,0,3590.353252
1524,3,13,64,550.5229232,106.3315278,22.72407661,581.1664197,836.9832701,269.8186826,288.7439662,134.415053,643.2883299,0,0,0,0,0,3433.994249
1525,3,14,64,552.023576,107.4034172,24.65348008,563.5808071,773.6644192,248.0780236,291.1556552,136.1300812,631.6962187,0,0,0,0,0,3328.385678
1526,3,15,64,576.8914202,95.61262747,8.57512316,597.7577029,820.9779157,284.2808336,304.5295195,141.9182916,702.6641698,0,0,0,0,0,3533.207604
1527,3,16,64,601.9736781,61.74088548,14.57771049,579.2106106,831.7085382,297.4727702,308.1292857,146.6346126,691.7304936,0,0,0,0,0,3533.178585
1528,3,17,64,574.962004,137.2019706,3.215671185,497.9649032,796.6163285,287.2436182,297.2944786,138.7026234,567.8402912,0,0,0,0,0,3301.041889
1529,3,18,64,278.6915051,85.53685309,0.643134257,183.4796916,372.0747693,163.9026535,157.636227,68.17222825,329.4518431,0,0,0,0,0,1639.588905
1530,3,19,64,0,3.644427623,0,0,0,0,0,0,58.73959581,0,0,0,0,0,62.38402343
1531,3,20,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1532,3,21,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1533,3,22,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1534,3,23,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1535,3,24,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1536,3,1,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1537,3,2,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1538,3,3,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1539,3,4,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1540,3,5,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1541,3,6,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1542,3,7,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1543,3,8,65,1.500646633,0,0.857512376,33.98764482,150.67149,0,1.97319345,15.43522137,0,0,0,0,0,0,204.4257086
1544,3,9,65,47.59193482,34.9436282,49.09258165,174.2962769,594.6976273,24.74838862,62.48445956,107.6177925,159.7507884,0,0,0,0,0,1255.223478
1545,3,10,65,80.60615994,137.4163459,92.39695289,169.0612419,697.1014646,46.81328012,46.91815367,145.3483351,362.5917228,0,0,0,0,0,1778.253657
1546,3,11,65,114.2635178,150.4934195,56.38143849,309.1320214,675.4730363,41.12779367,93.61706318,72.45979222,492.9388757,0,0,0,0,0,2005.886958
1547,3,12,65,129.6987432,145.5627232,48.66382461,229.210286,590.4812396,66.99873565,109.8411015,95.8270028,488.6043563,0,0,0,0,0,1904.888013
1548,3,13,65,88.53814835,137.2019706,26.79726048,117.4563159,541.4571982,44.75226598,155.4437919,76.53297449,552.3982855,0,0,0,0,0,1740.578211
1549,3,14,65,58.95397193,131.1993848,50.8076066,58.46600787,540.0143784,22.96985863,74.98134886,63.24153191,566.3720574,0,0,0,0,0,1567.006146
1550,3,15,65,55.52392362,113.406003,39.01681046,48.32028511,373.0851559,23.61620346,47.7951303,72.88854926,441.9561214,0,0,0,0,0,1215.608182
1551,3,16,65,28.72666235,35.58676056,45.01939619,30.40481772,424.9987104,11.47048398,19.73193389,57.02457085,476.2171858,0,0,0,0,0,1129.180522
1552,3,17,65,26.79726048,129.9131201,64.74217834,16.84673679,143.9463269,11.95381148,15.3470601,3.001293266,407.3503544,0,0,0,0,0,819.8981418
1553,3,18,65,24.43910147,22.93845513,16.72149088,9.303779313,30.6417292,27.00200907,7.673530356,1.500646633,317.9349938,0,0,0,0,0,458.1557358
1554,3,19,65,0,1.929402671,0,0,0,0,0,0,64.52780452,0,0,0,0,0,66.45720719
1555,3,20,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1556,3,21,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1557,3,22,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1558,3,23,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1559,3,24,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1560,3,1,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1561,3,2,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1562,3,3,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1563,3,4,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1564,3,5,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1565,3,6,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1566,3,7,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1567,3,8,66,0.643134257,0,42.66123888,12.10584198,2.374460674,0,8.988992503,0.857512376,0,0,0,0,0,0,67.63118067
1568,3,9,66,16.50711256,3.001293266,130.7706342,29.15874599,34.48212071,2.553276584,24.9937835,5.788208413,38.64207533,0,0,0,0,0,285.8972505
1569,3,10,66,33.8717376,46.3056673,154.0646429,53.04122993,61.35907863,10.84661047,10.5236984,11.57641683,130.0970101,0,0,0,0,0,511.6860922
1570,3,11,66,65.81407094,15.00646593,154.0646429,95.08524607,94.63633218,24.57895193,58.31882871,12.86268474,232.1997024,0,0,0,0,0,752.5669258
1571,3,12,66,139.7745096,76.53297449,148.9927667,145.219327,91.98884558,30.63931742,71.0349638,12.64830702,396.5352108,0,0,0,0,0,1113.366222
1572,3,13,66,158.6397809,86.39436716,108.4753066,376.9410341,158.8746642,33.79399899,81.12017225,17.79338028,444.5309135,0,0,0,0,0,1466.563618
1573,3,14,66,216.3074841,79.74864907,85.53685309,422.9443172,177.5439545,70.66884622,73.66588717,16.50711236,482.1785042,0,0,0,0,0,1625.101608
1574,3,15,66,267.758223,55.09516738,94.11198104,479.5657024,261.4918819,124.719622,137.0273217,34.08611412,584.8326848,0,0,0,0,0,2038.688698
1575,3,16,66,246.7491722,43.73312828,82.3211849,333.8227604,128.6411315,181.1670727,51.52227284,61.74088548,692.4400758,0,0,0,0,0,1822.137684
1576,3,17,66,203.8735564,119.6229768,77.60486388,431.0625491,173.4849468,125.9359584,78.05076382,51.879496,657.6264589,0,0,0,0,0,1919.14157
1577,3,18,66,108.2609305,37.51616403,52.52263155,226.298457,165.7861889,25.88196667,63.79991961,14.14895345,426.0780173,0,0,0,0,0,1120.293229
1578,3,19,66,0,6.216964251,0,0,0,0,0,0,66.86388922,0,0,0,0,0,73.08085347
1579,3,20,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1580,3,21,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1581,3,22,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1582,3,23,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1583,3,24,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1584,3,1,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1585,3,2,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1586,3,3,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1587,3,4,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1588,3,5,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1589,3,6,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
