Time,Month,Hour,Day,PJM_AP,PJM_ATSI,PJM_COMD,PJM_Dom,PJM_EMAC,PJM_PENE,PJM_SMAC,PJM_WMAC,PJM_West,osw_zone1,osw_zone2,osw_zone3,osw_zone4,osw_zone5,onsh_WIND
2820,4,13,118,974.303728,467.9540275,143.687955,91.36477838,159.6470837,259.3781359,42.12770002,125.1067108,1780.74881,14994.75818,14994.21953,10424.54623,0,0,4044.318929
2821,4,14,118,1024.766665,516.7505143,101.6516512,160.9464915,347.4590823,409.6708157,113.8269472,174.7516312,1847.720906,14994.79222,14994.75855,10404.51943,0.05519759,0.38914297,4697.544704
2822,4,15,118,1434.563017,598.907776,85.83961501,237.4676556,582.5387463,458.3590132,98.80932368,366.5651909,1983.884829,14994.81355,14994.78491,10246.43723,2.20962148,15.5778314,5846.935167
2823,4,16,118,1300.424621,675.2393256,81.07771781,240.6797049,909.3569299,630.7844204,243.9641583,256.2711153,1952.345783,14994.82667,14994.80404,10088.35503,4.03900925,28.4750152,6290.143776
2824,4,17,118,1370.212446,676.8711349,86.24879441,186.1542986,930.469204,653.3159039,359.3249091,273.0655869,1965.614715,14994.82672,14994.82683,11339.81164,4.75958471,33.5550722,6501.276993
2825,4,18,118,1431.455727,651.0981405,90.72983485,204.9641601,685.3040884,722.281269,401.4545906,88.23330463,1908.253279,14994.827,14994.82724,13618.00687,4.78516653,33.735424,6183.774394
2826,4,19,118,1573.447921,621.1682397,95.73619767,324.3309301,1018.53246,741.3455687,297.3341019,105.4185831,2023.385274,14994.82734,14994.82753,14994.47694,3.58364743,25.2647144,6800.699276
2827,4,20,118,1556.158085,525.8592727,101.7390359,320.6373816,839.6256111,750.1691366,331.7894066,446.3017549,2147.499442,14994.82745,14994.8274,14994.09601,3.78179564,26.6616592,7019.779127
2828,4,21,118,1407.056396,499.0367492,104.5482004,636.6962733,859.887558,707.4181219,447.1727631,518.9528747,2024.076221,14994.82738,14995.09743,13144.06643,3.87334609,27.3070899,7204.845158
2829,4,22,118,1420.254416,506.942696,97.45091613,664.1371935,1116.215082,632.5918382,447.1727631,539.8056314,1951.190065,14994.90234,14995.28109,14994.12487,4.14224989,29.2028617,7375.760601
2830,4,23,118,1217.353997,460.2409023,106.3598144,669.1059831,1245.218135,576.2926166,447.1727631,543.8432517,2041.955191,14996.04206,14995.55575,14994.27101,9.95367602,70.173416,7307.542655
2831,4,24,118,1200.612635,436.8821453,88.26168542,744.0504889,1280.778613,564.7715763,447.1727631,574.5938225,1926.072887,14996.29186,14996.14921,14994.76231,12.2617207,86.4451307,7263.196616
2832,4,1,119,1115.236407,417.3797056,79.56881277,741.711619,1270.942608,556.9788139,447.1727631,545.1262784,1855.195314,14996.51553,14995.44035,14994.76048,7.60292717,53.6006365,7029.312322
2833,4,2,119,1118.282702,428.8935811,58.97065537,715.4743136,1312.175361,543.9023472,447.1727631,521.8390206,1686.213247,14994.88247,14995.13145,6604.538354,10.5984845,74.7193156,6832.923991
2834,4,3,119,1084.666283,393.7487697,46.00059211,662.759481,1245.64623,549.8939477,447.1727631,527.3389591,1502.966655,14995.6259,14995.73009,11010.91879,19.1378676,134.921967,6460.193681
2835,4,4,119,1133.798603,418.5774356,35.21078753,626.1875554,1280.733099,563.5781168,447.1727631,520.5588278,1268.066807,14997.56048,14997.43003,12704.67813,27.2561917,192.156152,6293.883996
2836,4,5,119,1149.809342,458.6829799,39.31990542,629.8772117,1359.206651,580.374964,447.1727631,523.7205895,1120.053182,14997.33534,14997.62687,12222.36098,27.5239191,194.04363,6308.217589
2837,4,6,119,1163.811998,542.6679661,47.22853345,661.585678,1392.71325,613.8566901,447.1727631,540.0221954,1031.342844,14995.74495,14995.24483,11743.32387,53.983424,380.583139,6440.401919
2838,4,7,119,1164.073226,575.797481,46.74375641,635.1911437,1377.772602,621.9276212,447.1727631,552.600738,961.5949074,14994.81535,14995.02772,11264.28676,73.2293656,516.267027,6382.874238
2839,4,8,119,1190.158225,461.1765534,18.98856251,552.1888426,1316.127567,622.5990367,447.1727631,462.795111,606.1148012,14994.75862,14994.82675,7277.537873,72.8518631,513.605635,5677.321462
2840,4,9,119,1234.145469,506.3220411,7.381193801,551.1057055,1300.231539,631.0886354,447.1727631,464.8584389,598.5295585,14994.76205,14994.73919,6624.268698,69.5150687,490.081235,5740.835345
2841,4,10,119,1295.321616,591.6769717,4.159736522,533.1998742,1322.142381,603.1681695,447.1727631,519.0927668,639.2166168,14994.71854,14859.80643,6030.61469,36.6519002,258.395896,5955.150896
2842,4,11,119,1337.027721,551.0051367,3.555974096,476.5226399,1302.863599,597.1308339,447.1727631,521.8175918,705.7167363,14994.52488,14994.2647,6150.919449,45.6282248,321.678985,5942.812995
2843,4,12,119,1354.371005,553.1742961,0.645896481,450.9593161,1325.769529,658.3348447,447.1727631,548.0157787,779.8170653,14994.53976,14994.55355,4272.999199,42.5773494,300.170313,6118.260495
2844,4,13,119,1361.815409,538.5469546,1.925949788,453.4767324,1380.326414,673.0269668,447.1727631,550.2352239,794.1099831,7210.141171,13981.40552,4369.678279,80.4646096,567.275498,6200.636397
2845,4,14,119,1389.077928,520.7587763,5.406758425,424.8493745,1384.43833,715.8004787,447.1439942,546.205404,783.3140255,3370.210288,5818.581474,4471.847104,76.1402558,536.788804,6216.995069
2846,4,15,119,1403.798074,512.9069318,10.71629359,431.6512683,1420.65421,742.635239,447.0900887,575.2139485,750.6953323,1629.112125,3128.644424,2399.807132,93.9848488,662.593184,6295.361386
2847,4,16,119,1413.605194,488.5891217,19.18045028,414.5693621,1425.467074,737.970632,409.7441316,595.2410804,738.1549417,2170.992643,1886.662401,994.3088346,98.4368734,693.979957,6242.521989
2848,4,17,119,1425.530453,467.5186276,34.27089291,425.140695,1436.464909,750.3862699,396.097299,598.9423324,722.6829542,3811.071523,1768.947202,70.021377,97.4084373,686.729483,6257.034433
2849,4,18,119,1432.057766,424.6468258,49.60687847,453.8511935,1447.331476,746.8956912,387.7973067,600.8665264,691.5505837,6079.882269,3925.413341,80.54958709,99.4768196,701.311578,6234.604248
2850,4,19,119,1442.655379,397.4235301,84.86484499,500.4050083,1470.558182,744.8614839,431.2719668,591.4688908,699.8614049,13950.52575,10971.99495,334.6198817,90.0416601,634.793704,6363.370691
2851,4,20,119,1568.190143,540.2937982,135.7034097,579.3302196,1452.319857,758.0911044,445.4100712,600.9245115,832.569497,14994.77927,14994.67535,3403.543286,50.5612579,356.456868,6912.832612
2852,4,21,119,1552.756886,604.0628588,209.1400361,587.7454419,1470.899424,747.5584049,445.7312673,603.0607643,822.9744574,14994.82731,14994.78889,3968.635275,68.788735,484.960582,7043.92954
2853,4,22,119,1489.770697,517.3405436,300.8760288,532.8450029,1466.300796,736.8349253,425.2174445,601.0003655,746.9475369,14995.46051,14994.82712,4017.611961,48.7475514,343.670237,6817.133341
2854,4,23,119,1424.544216,469.0181709,334.7351346,442.6338315,1430.660894,734.6556866,447.1727631,601.8913709,676.0811561,14996.61926,14994.83504,3837.392506,60.0396438,423.279489,6561.393223
2855,4,24,119,1386.333363,393.8144796,360.8859641,362.7728998,1432.078869,741.3925946,447.1727631,602.3718752,599.9588386,14996.77671,14995.29663,5715.419343,49.5239639,349.143945,6326.781646
2976,5,1,125,944.1353502,116.3959128,158.0682874,743.3252799,1422.078,459.0056501,420.0377419,600.6895407,882.1156874,14997.62687,14996.05018,11257.15223,72.5617791,511.560543,5745.85145
2977,5,2,125,825.0378921,40.04428774,91.46917223,716.83882,1434.552722,337.421254,447.1727631,558.1686788,724.0324681,14994.75791,14994.78938,8671.043102,68.6914931,484.275027,5174.738058
2978,5,3,125,721.1887012,10.27183191,77.57689584,649.0324391,1419.8444,317.7801711,438.933805,485.2370491,599.1181479,14994.76922,14994.8067,4906.920905,69.9923558,493.446109,4718.983441
2979,5,4,125,659.7351833,12.73279157,56.16113861,571.0669223,1337.555315,284.2597579,426.9125357,449.7567928,507.4741517,14994.80206,14994.80891,3802.918198,76.1699896,536.998427,4305.654589
2980,5,5,125,634.1275653,39.8203867,56.76744219,607.8022771,1297.889907,172.6496606,357.243701,415.4904229,470.7570792,14997.62687,14994.82738,6192.020771,83.4208436,588.116948,4052.548441
2981,5,6,125,588.7018562,61.07691812,66.69784292,610.553087,1166.837052,131.6228735,350.5796474,402.597496,499.9624247,14995.37619,14996.74209,9360.641218,80.1312993,564.92566,3878.629198
2982,5,7,125,517.1213667,88.64057155,65.35017349,662.8092409,926.654036,84.54605456,271.7701797,349.7776993,461.3647497,14995.89184,14994.85552,3639.099839,80.7567989,569.335432,3428.034072
2983,5,8,125,311.5325582,105.0203154,28.5361785,415.8245662,431.1095187,39.56703358,120.1694806,282.756928,438.4484305,14994.79339,14994.82738,3503.142487,78.2864973,551.919806,2172.96501
2984,5,9,125,90.36993681,68.48534848,1.192136668,212.5530022,179.0143189,9.029109656,25.31108218,141.0012395,275.6596729,14994.78619,14994.82696,3370.29709,68.0841592,479.993322,1002.615847
2985,5,10,125,39.27712038,45.70452489,4.214127122,148.3608539,83.70403898,3.448386,11.07086543,90.3741252,149.2402739,14994.81524,14994.82688,7786.664748,57.0549953,402.237717,575.3943158
2986,5,11,125,50.71946945,50.14660571,18.55251046,108.8365566,71.25814143,16.01260227,5.559700532,51.04721616,194.8110843,14994.97652,14994.79736,5866.172851,89.5022723,630.99102,566.943887
2987,5,12,125,93.17632009,39.09069687,36.71772267,76.69136558,59.00314122,14.85389504,4.051109939,40.25504924,264.6321814,14994.82696,14994.82709,8868.03579,61.325572,432.345283,628.4714821
2988,5,13,125,94.28526935,29.39194225,69.17535798,54.9285649,67.02185474,23.74242445,0.053918944,23.98963246,241.7841125,14994.8271,14994.82696,12742.80834,70.2452837,495.22925,604.3730776
2989,5,14,125,110.890254,12.7194699,103.9671065,38.7434379,73.80419322,26.33618315,5.773796617,12.19542295,182.1664579,14994.82679,14994.82688,14994.47267,79.3826926,559.647983,566.5963222
2990,5,15,125,123.6953613,7.860748866,120.6018901,41.94434901,68.37729718,50.0276513,2.723686026,5.800549234,199.5781149,14994.81315,14994.8267,14994.75773,85.6283042,603.679545,620.6096478
2991,5,16,125,139.9407702,17.07543634,98.52264153,58.41470961,81.38544418,120.8932438,3.811332742,10.73539685,243.1381794,14994.76388,14994.81574,14994.81818,86.1119384,607.089165,773.9171547
2992,5,17,125,111.442067,30.9991866,98.93933705,101.2944541,110.7358473,232.8930001,0.189326213,45.7907899,335.4025243,14994.76094,14994.76942,14994.82705,82.8266938,583.928191,1067.686533
2993,5,18,125,222.6452734,34.74936662,83.13184009,190.4819511,192.9157166,310.257899,0.029882001,160.7582101,380.606176,14994.76186,14994.75869,14994.82725,81.9365112,577.652404,1575.576315
2994,5,19,125,439.7331062,95.15447772,98.85807267,392.5683134,266.2217384,537.5319003,0.947936765,282.3181364,514.7040725,14665.5272,14994.76155,14994.93599,88.1393279,621.382261,2628.037754
2995,5,20,125,547.9924235,114.2606687,114.9963236,516.0165786,360.2300724,596.5313996,4.414901269,396.5397716,604.5887875,14994.03872,14994.51452,14995.10094,92.8755794,654.772835,3255.570927
2996,5,21,125,532.6957187,178.4688983,92.42312535,561.3516971,296.4748847,539.3123779,32.07085185,367.2579185,683.4660398,14994.75838,14994.17448,14995.26588,81.9722383,577.90428,3283.521512
2997,5,22,125,506.0003477,252.3256462,48.51598053,538.2978579,307.5763302,478.7582984,47.24486897,346.8262606,617.3150468,14994.79957,14994.76155,14995.43083,79.7358425,562.137689,3142.860637
2998,5,23,125,520.0764929,210.0924836,59.70080469,494.0049083,276.2575322,403.059919,70.12261707,282.6990285,790.7631392,14994.81393,14994.77176,14994.91091,72.270684,509.508322,3106.776926
2999,5,24,125,468.9244316,182.9969589,80.37370882,429.045524,306.8919565,381.8604649,54.1730638,175.842219,732.9757137,14994.79546,14994.79815,14994.82727,71.8274567,506.38357,2813.084041
3000,5,1,126,371.4851222,151.2162565,103.9230128,430.9339875,251.7929279,313.3115779,22.31720821,73.57452626,772.4856693,14994.76113,14994.79981,14994.75792,62.3146376,439.318195,2491.040288
3001,5,2,126,347.5218354,126.8587915,148.9960151,327.8629759,181.8046296,282.2658625,36.444382,23.56922161,657.6039,14994.55771,14994.76132,14994.80038,65.1429305,459.25766,2132.927614
3002,5,3,126,238.1336538,106.4155684,148.8500342,268.7521167,156.8076339,248.4266349,36.68161737,11.74275905,560.7438849,14994.76092,14994.80209,14994.77299,64.1692886,452.393485,1776.553903
3003,5,4,126,239.3526137,63.36754412,167.9109798,209.4656734,95.38730206,197.194763,63.36717052,5.275017161,431.4110801,14994.77301,14994.82684,14994.75925,59.0206576,416.095636,1472.732144
3004,5,5,126,246.3624391,41.6800796,100.5578786,145.2580314,110.0466801,205.5284397,120.00335,0.046023981,455.5249173,14994.81287,14994.77334,14994.7607,52.6058672,370.871363,1425.00784
3005,5,6,126,283.678953,87.96832727,61.53788854,114.8256363,205.8337569,214.5953232,148.7302437,0.620079882,526.4402654,14994.20013,14994.53458,14994.76158,38.6357897,272.382317,1644.230474
3006,5,7,126,318.2022667,112.8729312,96.7832968,60.4177781,339.5720614,234.0324408,220.7928542,13.75155761,629.1415665,14994.61947,14994.72309,14994.72962,43.7171509,308.205914,2025.566753
3007,5,8,126,205.0764199,66.31202653,43.78295168,85.2396695,348.6875471,247.6451008,217.4037303,53.91281019,621.5937107,14994.7943,14994.76129,14994.17339,44.3955911,312.988917,1889.653967
3008,5,9,126,169.3460707,39.70200799,6.591716137,35.51934025,351.1421371,117.2383687,104.7336135,40.01862531,237.0437359,14994.77238,14994.76186,13621.18244,44.3064344,312.360363,1101.335615
3009,5,10,126,98.88038555,28.37439719,18.87730151,3.090366901,255.3351602,59.79182923,45.70448301,46.40117722,270.7801577,14994.76127,14994.76165,10905.31147,50.095635,353.174226,827.2352585
3010,5,11,126,77.29108577,24.8175336,42.95377657,1.019283188,223.7955438,45.62225521,11.18838913,60.94723611,381.5202321,14994.33697,14994.5555,8595.499918,57.6864431,406.689424,869.1553355
3011,5,12,126,125.4471227,20.92536725,58.29095097,0.883477727,162.8166256,52.66929561,5.41269575,50.11412928,314.8955706,13049.921,14959.05309,6611.576036,60.650666,427.587195,791.4552355
3012,5,13,126,124.668639,29.33980461,101.2301572,0,117.7342516,27.38149055,1.276113988,47.79405221,342.3289949,11540.87537,8241.393058,4976.371022,73.7642801,520.038175,791.753504
3013,5,14,126,136.883723,22.85316283,154.7853119,1.968114983,100.9192726,33.75759216,0,46.28862216,331.315077,10000.96252,4985.999263,2946.356106,61.9526424,436.766129,828.7708768
3014,5,15,126,106.6668623,22.71330017,204.3370774,5.809340961,64.32765298,37.4944572,0,31.46068174,754.2360369,7672.61298,7618.065447,1500.381288,65.2693849,460.149163,1227.04541
3015,5,16,126,101.3398179,30.54461657,255.6890335,2.668460392,65.76352276,38.7443086,20.86374893,35.9134733,1033.386199,3781.617257,4105.288745,560.4864151,79.7750458,562.414073,1584.913181
3016,5,17,126,86.66062803,12.20294843,294.52983,12.08033362,71.27357837,48.9104204,13.69990018,35.59978222,1203.530511,648.6621969,1572.165607,70.021377,81.9623185,577.834345,1778.487932
3017,5,18,126,88.14819193,156.3501257,295.6096188,23.77362352,75.7391076,49.5061336,11.35001843,41.41947468,1127.556631,70.021377,293.4211104,70.021377,90.2463532,636.23679,1869.452925
3018,5,19,126,79.08858482,49.16269288,352.4499224,137.6515851,105.2536853,58.38605334,52.64517073,106.8682423,1247.01272,70.021377,70.021377,80.09580291,91.9476164,648.230696,2188.518657
3019,5,20,126,213.0990499,123.1354646,379.9460889,172.5032682,205.5342927,92.00102856,144.4078076,179.5201092,1374.102338,70.021377,70.021377,785.0299629,88.3090283,622.578649,2884.249448
3020,5,21,126,416.3413855,100.2980613,364.4698885,375.8712872,182.1099136,88.93308729,167.0495846,251.5905673,1523.623014,70.021377,654.6819306,2822.58846,84.5944088,596.390582,3470.28679
3021,5,22,126,482.6349707,92.63045677,327.1925408,363.86446,135.0451506,117.6992868,187.0629809,343.8085052,1395.522957,70.021377,1880.48241,6399.434552,95.5231252,673.438032,3445.461309
3022,5,23,126,419.0512791,109.6969956,315.5377277,476.0817163,134.1940636,152.5848247,184.3308254,301.2344495,1273.075275,70.021377,1216.990575,8701.375585,93.5193546,659.31145,3365.787157
3023,5,24,126,364.8896186,129.9139572,312.3961539,433.9073947,96.99441579,174.6204967,146.822316,204.9612555,1156.983246,244.1806786,480.8475369,4333.713083,95.2741562,671.682801,3021.488855
3024,5,1,127,307.3999891,137.9878144,298.6675566,404.8589693,101.3461456,141.82064,126.5447444,184.9716752,1120.947616,70.021377,745.3917412,1616.032135,91.4078419,644.425285,2824.545151
3025,5,2,127,364.2768722,188.3054006,198.5438285,401.145247,88.99013806,107.3274561,109.9268847,185.0606353,1051.723548,428.8062236,495.4801152,2811.503549,88.9767241,627.285905,2695.300011
3026,5,3,127,402.4404742,145.5901227,133.5937888,465.6534134,155.8146878,83.7074683,147.1319782,186.4709199,1013.017661,70.021377,767.1176459,4400.809539,82.3393384,580.492336,2733.420514
3027,5,4,127,380.3290535,126.3026625,85.47475623,469.5377763,214.2076824,69.89139604,127.8944587,197.6147889,1031.841637,741.2070973,93.00564042,2346.342899,87.9452303,620.013873,2703.094211
3028,5,5,127,376.3255335,126.597909,48.08724151,478.09319,423.8288738,66.10788943,150.230356,190.8612895,1087.884853,3868.338981,744.9450242,954.1559909,89.9340995,634.035402,2948.017136
3029,5,6,127,337.1384972,170.3503033,28.17658686,533.9628879,434.1527832,84.7521693,187.7307461,200.1627596,1073.035819,1812.265447,2777.37139,168.7720333,45.5153725,320.883376,3049.462553
3030,5,7,127,320.2971988,167.5442372,11.67561636,534.5466689,445.1399311,94.55841104,162.7472493,137.7178179,1031.284104,405.0122075,504.528477,70.021377,79.900805,563.300675,2905.511235
3031,5,8,127,226.5124141,77.45084121,2.095611998,386.2533792,258.3506698,60.33004895,68.72718908,64.3614922,678.7497922,2049.922847,1007.637034,144.8268878,89.0112861,627.529567,1822.831439
3032,5,9,127,144.4351743,64.1132617,0,344.0301432,214.9085851,63.02624004,37.19474767,34.55779969,349.5259562,3353.113617,2602.044197,877.811633,76.2611672,537.641229,1251.791908
3033,5,10,127,80.36123708,70.18838456,0,388.2131488,242.5661021,48.85960199,39.90698598,14.22490517,272.0766734,8961.776428,4197.402396,2147.942158,79.1782884,558.206933,1156.397039
3034,5,11,127,82.75280552,86.70189861,0,290.3820801,246.1609641,46.50281304,49.01696762,10.2133025,232.7509643,12125.92138,6201.296195,3515.368953,79.6350089,561.426813,1044.481796
3035,5,12,127,74.04718755,82.30972345,0,220.0865852,254.934127,29.48765247,53.72887856,5.102977759,224.0608795,11862.9841,8935.738089,5934.034455,78.8934958,556.199145,943.7580115
3036,5,13,127,74.27568374,83.16141252,0,197.0963755,224.6007217,42.34433248,40.64102602,20.49839031,224.4835853,13411.95867,9449.267723,14994.47064,73.5390644,518.450404,907.1015276
3037,5,14,127,71.0160218,80.68295885,0,234.5600632,164.5918593,23.70395804,35.96397108,47.79435797,211.1367129,14149.60826,7927.580164,12974.77035,56.9367485,401.404077,869.4499032
3038,5,15,127,48.74259868,117.1545824,4.249212309,247.751441,144.3982398,20.67237705,32.65747187,66.78844866,183.2787515,14994.08128,10139.32275,11812.49691,79.2686426,558.84393,865.6931233
3039,5,16,127,67.41750826,126.6927933,15.75206397,242.3870559,168.9946397,12.45045163,41.22195815,64.33371662,185.1619098,14994.16739,10181.20053,14994.17411,61.0280657,430.247863,924.4120972
3040,5,17,127,45.14179386,163.6431542,12.01664889,247.5820354,238.300291,10.43483064,38.02928582,36.17413178,216.5491524,14994.49132,12749.41997,14994.39199,87.9173183,619.817094,1007.871324
3041,5,18,127,89.02546875,141.8684054,8.832304225,263.6751703,269.892097,23.51012337,63.23427793,25.10592472,282.8694876,14994.60045,14994.05078,14994.67522,91.8943866,647.855426,1168.013259
3042,5,19,127,179.88201,185.7484744,10.1440191,294.5291449,446.1014069,52.07307911,85.59911329,49.35012263,284.8727999,14994.21767,14994.76009,14994.76211,93.5727323,659.687762,1588.30017
3043,5,20,127,365.4106539,317.7647461,31.89659783,414.8977349,716.7411227,136.3148589,112.4311844,137.3880932,505.0429663,6393.169529,14994.76729,14994.76146,103.964488,732.949637,2737.887958
3044,5,21,127,532.8398812,464.4713372,102.9114519,391.9746166,784.4694268,176.0370236,127.5763625,255.8815823,670.7525818,2606.914384,14994.79595,14994.76018,103.902181,732.510376,3506.914264
3045,5,22,127,692.5235206,535.7474902,119.1988961,338.7065059,736.7208501,235.8292261,227.6104258,274.607887,729.7120317,14994.17439,14994.77834,14994.77246,102.440592,722.206174,3890.656833
3046,5,23,127,635.322574,466.9826684,184.0394695,279.4429871,522.113225,377.3404722,157.226535,326.121646,759.3223253,2775.623608,14994.79211,14994.78016,100.083252,705.586924,3707.911903
3047,5,24,127,560.3123011,336.4944903,235.7931724,210.8245957,356.7304195,465.5843881,90.39976803,295.2747441,868.4928809,11488.22073,14994.81411,14994.17375,101.164216,713.207725,3419.90676
3048,5,1,128,457.9726949,291.9386677,296.5461706,203.9158047,253.8000131,455.6809274,38.75556552,200.8433824,862.6973558,14994.79863,14994.82672,14994.34364,101.510543,715.64933,3062.150582
3049,5,2,128,440.6674314,263.4896913,329.912662,199.2822462,226.0319965,425.2658176,22.50749288,224.4454534,853.4196353,14994.80924,14994.82735,14994.54296,103.950809,732.853201,2985.022427
3050,5,3,128,422.2358542,266.6502331,341.4801179,196.243706,281.193712,385.6694261,14.73320247,181.0822161,791.4831945,14994.82393,14995.56529,14994.05645,101.655254,716.669539,2880.771662
3051,5,4,128,316.5225177,259.3526524,381.2985028,243.9184647,336.953555,357.3524089,16.980311,148.6548215,761.3079981,14994.78932,14994.8275,12950.8494,103.231208,727.780017,2822.341232
3052,5,5,128,276.747865,240.6221991,339.8875862,302.3381274,374.2855415,313.2249498,33.8093606,94.80232237,763.7493856,14994.787,14994.82688,8640.108392,66.3279733,467.612212,2739.467338
3053,5,6,128,282.0494684,230.0639712,327.7064152,413.747145,448.7177728,279.8398729,50.97156191,47.54675229,676.5527973,14994.76646,14994.82685,5932.33952,59.0702248,416.445085,2757.195757
3054,5,7,128,268.0866345,214.1700753,277.6379539,438.9283775,483.5176621,246.9841025,78.08991895,38.94634889,663.1139679,14994.7734,14994.82693,7013.23422,92.932652,655.175197,2709.475042
3055,5,8,128,133.5095634,74.57629185,119.8352496,303.2164825,311.2202888,149.7549902,39.7713512,8.824871505,503.5318713,14994.75874,14994.80963,8215.625672,83.0653569,585.610766,1644.24096
3056,5,9,128,38.84708699,5.053573201,38.4787282,259.2484393,355.2859084,74.27362678,29.29944322,0.555888523,218.6095872,14994.76036,14994.82689,9546.280191,48.4436624,341.52782,1019.652282
3057,5,10,128,23.39645291,0,40.95097304,257.1497493,304.7959098,44.44361883,26.68195279,0.413954003,177.4014928,14994.7582,14994.82372,14302.06436,14.4077271,101.574476,875.2341035
3058,5,11,128,16.41707674,0,38.4238861,249.8141741,281.6491949,40.40868874,26.26920209,1.145015014,137.7936699,14994.75891,14994.78944,14984.79379,4.25416442,29.9918591,791.9209075
3059,5,12,128,35.90094637,0,32.74340689,244.5792066,288.1157754,36.38403077,26.39743875,0.458598658,78.93509175,14994.76005,14994.78037,10809.59159,0.29816154,2.10203886,743.5144953
3060,5,13,128,38.31012145,0.55796171,39.89447017,231.535108,265.113308,44.65703709,23.29546286,5.760766109,42.69612965,14994.76051,14994.79188,6181.751552,0,0,691.8203651
3061,5,14,128,115.7470913,4.099551704,60.18436302,215.2499169,264.4072717,38.9967074,27.76980764,8.654970127,28.78928142,14994.75847,14994.80042,3954.367182,0,0,763.8989612
3062,5,15,128,44.92283642,20.00171923,113.2008874,200.0708775,311.7475574,70.2747188,31.4349593,7.046757956,35.93479335,14994.76084,14994.77718,2286.679452,0,0,834.6351074
3063,5,16,128,41.30947603,8.066257258,167.0794938,200.4496423,318.0947944,40.71791841,37.72325109,8.946930363,47.84406998,14994.76173,14994.75961,1226.096513,0,0,870.2318336
3064,5,17,128,57.58218138,1.572412656,206.4972552,192.820654,261.2390986,37.29420862,39.44377053,22.49725221,54.4622488,14994.76209,14994.76149,1042.980637,0,0,873.4090819
3065,5,18,128,47.95406351,1.032223133,257.0038815,176.0909996,225.7523532,29.71493937,31.90509194,25.27469085,26.20199772,14994.48141,14994.76178,422.7218115,1.41739025,9.99260123,820.9302408
3066,5,19,128,82.50004207,3.08377081,323.6036012,173.3430244,277.3819346,64.85632728,78.13649483,38.9640441,62.58954914,14994.42552,14994.66257,1229.512448,0.93732593,6.60814777,1104.458788
3067,5,20,128,210.8445942,17.88527897,347.8411955,207.5795397,450.6247664,179.203256,89.83395493,61.26114034,202.8113144,14994.21865,14994.20824,1400.806505,4.89112256,34.4824141,1767.88504
3068,5,21,128,285.1047512,23.83772676,386.9755065,252.2289115,487.1878239,303.1192319,162.863465,108.604887,287.9531313,14994.17494,14817.85602,1584.914232,18.9948968,133.914022,2297.875435
3069,5,22,128,490.8071015,28.70089579,373.5834163,214.0132425,493.3765039,317.3325841,134.3001699,105.0936811,327.4603881,14994.71772,8010.155155,6369.602299,37.9401748,267.478232,2484.667983
3070,5,23,128,688.5115539,52.03712071,419.3984377,164.81461,367.3760962,412.4569526,96.08520529,117.237192,526.0643011,14994.6696,14994.70351,14994.52731,54.4112792,383.599518,2843.98147
3071,5,24,128,718.8138063,72.22068115,450.0439478,104.5066498,216.8883051,423.8250246,59.04871259,171.6348732,767.6206332,14819.20279,14994.05595,14994.25341,64.6779771,455.979738,2984.602634
3072,5,1,129,667.7185499,68.04239348,450.0439478,73.54354937,122.6098379,414.4929784,22.42465659,181.9245483,868.5750126,13631.53363,14994.15944,14994.02888,71.7467909,505.814875,2869.375474
3073,5,2,129,499.4298941,149.481189,450.0439478,65.90082582,74.63164106,436.1796455,7.253498136,141.5120944,951.2306618,10646.29459,14994.76142,14994.11503,63.7959251,449.761272,2775.663398
3074,5,3,129,433.716545,211.3471467,450.0439478,86.82032887,54.06130442,416.2927717,2.916083516,114.970011,1035.835736,5389.358499,14994.76174,14994.76165,50.8782499,358.691662,2806.003875
3075,5,4,129,398.3688355,241.3445037,450.0439478,116.3949417,55.02593413,371.8788364,1.024459906,101.0801889,1147.653007,14899.81856,14994.4224,14994.78021,48.9971545,345.429939,2882.814655
3076,5,5,129,353.736735,279.9439762,450.0439478,133.2893613,62.79475617,288.9338681,0.111432483,80.33415192,1172.021395,14994.5337,14994.4894,14994.82713,33.0234475,232.815305,2821.209624
3077,5,6,129,307.8196299,293.0462446,450.0439478,132.2882994,75.31615253,260.5477957,0.48609662,51.22706981,1278.481679,13465.84816,10213.97049,14995.2494,34.4672634,242.994207,2849.256915
3078,5,7,129,276.1564053,320.0877134,448.4701609,110.6366827,87.55689245,214.0534966,0.001305698,29.44479118,1403.58544,8900.090294,7179.763115,14994.82709,32.7859722,231.141104,2889.992888
3079,5,8,129,140.405466,267.2684125,449.899287,90.00972421,43.6276415,116.5460199,0,7.576143915,1303.727628,6239.664465,4804.446425,14994.80617,16.7486873,118.078245,2419.060323
3080,5,9,129,38.05584187,132.0799058,404.1847783,61.19701064,23.98218318,41.88849712,0,0,947.5902135,4377.751656,3110.38014,14994.75834,17.0369737,120.110665,1648.97843
3081,5,10,129,29.3548269,118.0034768,449.8594499,42.87233823,24.15845173,28.04069291,0,0,720.5929509,4082.255705,2676.990918,9926.324539,17.017752,119.975151,1412.882187
3082,5,11,129,45.82484208,137.4847563,450.0439478,41.83213006,26.23838084,40.6482651,0,0,928.3822597,3152.405513,2364.114508,366.2231136,14.8321593,104.566723,1670.454582
