Time,Month,Hour,Day,PJM_AP,PJM_ATSI,PJM_COMD,PJM_Dom,PJM_EMAC,PJM_PENE,PJM_SMAC,PJM_WMAC,PJM_West,osw_zone1,osw_zone2,osw_zone3,osw_zone4,osw_zone5,LOAD
1344,2,1,57,5539.421761,7510.612739,9773.964288,10802.12811,13079.32489,1944.757207,6175.465079,5672.540097,21731.99654,0,0,0,0,0,82230.21071
1345,2,2,57,5585.052692,7617.66295,9631.768109,11112.23247,13396.20088,1958.932405,6384.380375,5827.539607,22161.95408,0,0,0,0,0,83675.72357
1346,2,3,57,5801.090993,7960.996824,9618.647999,11819.40286,14226.60144,2042.216864,6880.658385,6193.576996,23507.32978,0,0,0,0,0,88050.52214
1347,2,4,57,6197.947942,8502.619134,9864.433644,12660.05702,15627.67772,2168.497737,7503.266716,6817.628065,25485.84624,0,0,0,0,0,94827.97422
1348,2,5,57,6392.557267,8806.944445,10506.99099,13039.32116,16675.82577,2266.966824,7870.66836,7191.307758,26500.70591,0,0,0,0,0,99251.28848
1349,2,6,57,6495.030157,8966.45277,11273.95315,12961.11012,17383.36076,2340.431133,8111.901921,7394.101253,26408.85259,0,0,0,0,0,101335.1938
1350,2,7,57,6548.777974,8991.228648,11608.78141,12783.72362,17783.93688,2325.446552,8065.234272,7482.530912,26219.19544,0,0,0,0,0,101808.8557
1351,2,8,57,6534.190844,9009.590683,11633.11331,12583.02862,17995.71504,2339.831864,7913.202524,7508.89154,25905.29289,0,0,0,0,0,101422.8573
1352,2,9,57,6490.884739,8921.655839,11606.33368,12259.15421,18025.07485,2323.466108,7772.213041,7439.110342,25337.92286,0,0,0,0,0,100175.8157
1353,2,10,57,6362.83868,8826.296179,11587.68646,11902.36132,18095.85075,2308.763,7608.428234,7361.296911,24813.69127,0,0,0,0,0,98867.21281
1354,2,11,57,6298.320803,8767.11374,11468.10601,11582.73709,18115.39492,2307.025745,7560.986954,7304.763645,24320.43985,0,0,0,0,0,97724.88877
1355,2,12,57,6249.88725,8676.996002,11340.85395,11428.37312,18013.76614,2251.276152,7443.657926,7178.114423,23882.96849,0,0,0,0,0,96465.89346
1356,2,13,57,6197.790112,8558.047579,11262.19275,11375.99433,17932.96603,2237.999263,7370.839372,7084.283673,23409.61754,0,0,0,0,0,95429.73066
1357,2,14,57,6212.552269,8545.685096,11150.99484,11706.57814,18033.89764,2244.982101,7417.144378,7097.181905,23365.35635,0,0,0,0,0,95774.37272
1358,2,15,57,6290.297634,8607.631784,11054.22165,12269.69866,18440.83243,2262.082904,7712.837015,7220.431699,23740.3446,0,0,0,0,0,97598.37839
1359,2,16,57,6578.700556,8902.804412,11129.46165,13123.71399,18809.65449,2327.33557,8009.301902,7346.34789,24825.49353,0,0,0,0,0,101052.814
1360,2,17,57,6620.434724,8990.439281,11451.90697,13266.62031,18506.45309,2325.861288,8017.693542,7243.471789,25587.58842,0,0,0,0,0,102010.4694
1361,2,18,57,6587.403466,8844.01689,11894.20672,13136.06497,17962.44448,2305.164175,7806.972631,7094.396709,25503.69719,0,0,0,0,0,101134.3672
1362,2,19,57,6435.369137,8667.973118,11767.25285,12952.55701,17280.19002,2249.759371,7577.666422,6862.817342,25170.06256,0,0,0,0,0,98963.64783
1363,2,20,57,6249.154393,8381.618096,11559.42145,12569.40009,16431.08851,2153.962599,7284.48454,6559.222871,24403.70379,0,0,0,0,0,95592.05634
1364,2,21,57,6035.556375,8028.600239,11317.52497,12160.28198,15565.92279,2082.135298,6967.350457,6261.502841,23488.79981,0,0,0,0,0,91907.67476
1365,2,22,57,5878.555548,7691.792256,10779.01176,11847.37851,14808.38995,2006.211408,6717.830229,6031.532103,22816.85739,0,0,0,0,0,88577.55915
1366,2,23,57,5730.289616,7520.096727,10234.22295,11695.62789,14390.5913,1961.129682,6582.528816,5913.262836,22513.31502,0,0,0,0,0,86541.06483
1367,2,24,57,5708.472436,7458.246313,9831.001967,11655.59447,14140.70094,1960.551188,6513.137369,5861.938698,22432.54553,0,0,0,0,0,85562.1889
1368,2,1,58,5767.521025,7403.147612,9586.517708,11732.07311,13991.33943,1940.160589,6516.033642,5837.382326,22500.42889,0,0,0,0,0,85274.60433
1369,2,2,58,5797.623671,7460.543855,9409.176924,11901.95102,14030.63714,1965.642558,6597.502488,5873.901489,22760.56182,0,0,0,0,0,85797.54097
1370,2,3,58,5907.570174,7587.69247,9336.691582,12172.47361,14299.30004,1979.869963,6775.822675,6002.148721,23333.25278,0,0,0,0,0,87394.82201
1371,2,4,58,6061.833257,7822.603192,9431.975494,12551.13331,14701.53203,2049.565946,6982.955346,6211.476411,24143.47843,0,0,0,0,0,89956.55341
1372,2,5,58,6165.745268,7915.904338,9675.210331,12880.46223,15033.54042,2102.489149,7204.174572,6401.752777,24610.81065,0,0,0,0,0,91990.08973
1373,2,6,58,6185.111689,8039.548361,9975.277504,12918.31542,15286.81839,2165.780393,7442.158698,6587.010813,24750.0525,0,0,0,0,0,93350.07377
1374,2,7,58,6158.926685,8146.887802,10176.90331,12735.16278,15230.62294,2199.268789,7443.708775,6657.922347,24424.45036,0,0,0,0,0,93173.85378
1375,2,8,58,6085.896786,8107.334884,10365.11342,12547.07105,15077.53164,2204.463409,7310.477285,6639.241965,24073.82803,0,0,0,0,0,92410.95846
1376,2,9,58,5979.139799,8055.966237,10459.96801,12191.11393,14875.10376,2187.354893,7055.737719,6539.004536,23444.23845,0,0,0,0,0,90787.62734
1377,2,10,58,5899.345365,8035.70132,10481.2134,11842.38717,14763.40322,2153.768525,6900.793982,6420.303145,22853.80191,0,0,0,0,0,89350.71804
1378,2,11,58,5799.154568,7892.372926,10444.28577,11556.70611,14583.6204,2133.372677,6751.833858,6322.119365,22325.53942,0,0,0,0,0,87809.0051
1379,2,12,58,5711.858839,7764.755963,10304.59408,11311.10532,14570.43709,2091.091019,6642.525997,6320.136538,21749.13556,0,0,0,0,0,86465.6404
1380,2,13,58,5660.96237,7683.428997,10103.77895,11246.05016,14826.80743,2110.462465,6663.214662,6339.640338,21444.0575,0,0,0,0,0,86078.40288
1381,2,14,58,5723.308391,7717.008792,9975.516561,11422.68105,15336.44128,2103.030661,6797.69339,6474.701185,21518.29661,0,0,0,0,0,87068.67792
1382,2,15,58,5830.901178,7840.431257,9963.100506,11959.30689,16040.92973,2130.476048,7107.817854,6619.634185,21885.17531,0,0,0,0,0,89377.77297
1383,2,16,58,6097.642549,8151.081131,10088.25492,12736.26418,16846.06597,2183.836663,7547.411058,6832.467002,22951.85724,0,0,0,0,0,93434.88072
1384,2,17,58,6184.732224,8341.198274,10400.98972,12979.79089,16846.06537,2201.844803,7656.91434,6842.783517,23952.1253,0,0,0,0,0,95406.44444
1385,2,18,58,6199.886304,8298.846191,10939.73041,12977.63165,16637.32512,2172.044558,7640.182288,6747.821173,24013.62431,0,0,0,0,0,95627.09201
1386,2,19,58,6101.486491,8173.70905,10918.55122,12848.99153,16261.61572,2123.256124,7501.732977,6591.993478,23740.37538,0,0,0,0,0,94261.71196
1387,2,20,58,5983.579041,7925.186656,10805.24896,12539.74082,15663.59993,2064.040854,7285.921402,6331.55393,23263.21155,0,0,0,0,0,91862.08314
1388,2,21,58,5863.44603,7634.733923,10611.49076,12254.3943,14957.26661,1999.412298,7010.476925,6076.331408,22686.72203,0,0,0,0,0,89094.27427
1389,2,22,58,5703.34126,7426.803457,10215.32271,12016.28576,14343.47726,1937.360568,6738.938366,5882.538599,22121.34381,0,0,0,0,0,86385.4118
1390,2,23,58,5645.345757,7303.948196,9808.170993,11852.20304,13888.34007,1908.143463,6562.470452,5752.035543,21760.76655,0,0,0,0,0,84481.42406
1391,2,24,58,5586.161513,7277.838508,9486.712206,11791.51059,13613.94331,1891.189523,6458.637843,5687.112892,21782.10203,0,0,0,0,0,83575.20841
1392,2,1,59,5609.871872,7232.756183,9316.246869,11778.57906,13466.22367,1883.629769,6442.771604,5661.785919,21835.60426,0,0,0,0,0,83227.46921
1393,2,2,59,5668.297832,7271.2726,9174.732654,11907.77776,13484.03704,1893.11888,6472.53728,5692.906883,22081.99425,0,0,0,0,0,83646.67518
1394,2,3,59,5693.140454,7338.461204,9101.7432,12167.38313,13676.04928,1916.662286,6641.436855,5797.024322,22543.17098,0,0,0,0,0,84875.0717
1395,2,4,59,5879.105657,7479.537957,9167.811073,12520.95002,13996.28229,1960.396177,6838.806722,5979.548673,23216.23351,0,0,0,0,0,87038.67207
1396,2,5,59,5932.121988,7594.149987,9299.642253,12726.0098,14327.84696,2015.727554,6961.691161,6174.90861,23769.8011,0,0,0,0,0,88801.89941
1397,2,6,59,5968.113147,7730.831819,9407.47052,12630.89758,14861.39898,2071.938807,6993.485676,6382.13636,24059.0791,0,0,0,0,0,90105.35199
1398,2,7,59,5952.901329,7726.424324,9502.188171,12446.85201,15226.33185,2089.408131,6963.886421,6433.141634,23793.0403,0,0,0,0,0,90134.17416
1399,2,8,59,5876.926872,7725.284904,9670.734443,12254.80625,15283.88391,2077.458587,6859.028621,6383.828864,23092.19159,0,0,0,0,0,89224.14404
1400,2,9,59,5746.423079,7724.220724,9790.411598,12000.04835,14922.82826,2074.466126,6755.083478,6336.401958,22504.70076,0,0,0,0,0,87854.58433
1401,2,10,59,5700.529491,7713.817417,9812.787137,11755.64522,14735.10109,2064.259386,6675.837716,6271.361547,22107.9427,0,0,0,0,0,86837.28171
1402,2,11,59,5621.642156,7601.041579,9814.369193,11520.79837,14550.76637,2039.456699,6586.768492,6196.140877,21499.32026,0,0,0,0,0,85430.30399
1403,2,12,59,5513.272071,7490.975881,9804.372746,11339.47597,14309.41562,2021.363771,6587.830104,6137.084067,21143.77803,0,0,0,0,0,84347.56826
1404,2,13,59,5530.62141,7466.116237,9647.831311,11311.24583,14412.59493,2020.97954,6610.859423,6150.252969,20966.28471,0,0,0,0,0,84116.78636
1405,2,14,59,5598.56611,7566.811839,9606.813232,11485.4983,14998.70176,2050.203853,6840.947009,6260.391861,21122.9198,0,0,0,0,0,85530.85377
1406,2,15,59,5740.916251,7843.018821,9686.908291,12070.26415,16040.74594,2104.471446,7174.173929,6542.33532,21701.86663,0,0,0,0,0,88904.70078
1407,2,16,59,6109.910721,8242.82053,9873.93105,12951.96556,17269.35339,2189.52517,7665.227538,6923.575994,22992.33669,0,0,0,0,0,94218.64665
1408,2,17,59,6204.481282,8491.394358,10299.05352,13280.02301,17490.916,2217.629364,7844.290897,7021.753799,24187.13914,0,0,0,0,0,97036.68137
1409,2,18,59,6217.761616,8431.203213,10868.94542,13249.00688,17333.02908,2206.629744,7792.468929,6994.526083,24387.52988,0,0,0,0,0,97481.10085
1410,2,19,59,6094.083855,8219.100972,10900.90036,13030.35103,16859.75619,2164.053394,7623.393929,6831.493868,24007.34987,0,0,0,0,0,95730.48347
1411,2,20,59,5983.316096,8025.965139,10721.46946,12624.21069,16155.94305,2107.482228,7337.907107,6596.554425,23252.50629,0,0,0,0,0,92805.35448
1412,2,21,59,5896.410003,7730.428574,10513.81141,12208.38838,15464.30254,2068.008788,7052.01296,6389.770363,22722.61925,0,0,0,0,0,90045.75227
1413,2,22,59,5837.742225,7554.536938,10074.53873,12018.16673,14884.79643,2021.169501,6863.471155,6272.637196,22335.4255,0,0,0,0,0,87862.4844
1414,2,23,59,5816.432381,7463.340381,9765.901708,11982.61436,14566.40216,2006.833096,6802.928548,6210.835443,22167.93245,0,0,0,0,0,86783.22052
1415,2,24,59,5835.628401,7463.120149,9500.737156,12069.15822,14441.57353,2013.671956,6832.444168,6195.784709,22247.97742,0,0,0,0,0,86600.09572
1416,3,1,60,5877.287497,7509.711961,9384.505016,12262.53969,14454.72283,2011.671022,6931.783645,6258.533832,22528.50411,0,0,0,0,0,87219.25962
1417,3,2,60,6034.851843,7702.379582,9313.118906,12778.90397,14805.41995,2058.26837,7202.540248,6420.911148,23177.17607,0,0,0,0,0,89493.57009
1418,3,3,60,6286.570977,8059.186004,9333.886738,13669.37394,15672.53942,2173.638444,7782.900329,6806.741403,24576.90031,0,0,0,0,0,94361.73756
1419,3,4,60,6655.495153,8672.458445,9601.772914,14778.64014,16988.46862,2330.624076,8500.924466,7419.00667,26650.8932,0,0,0,0,0,101598.2837
1420,3,5,60,6751.811765,8978.068843,10319.15074,14884.41281,17410.90224,2407.42455,8633.183651,7603.215944,27438.24215,0,0,0,0,0,104426.4127
1421,3,6,60,6610.558796,9070.243121,11172.33343,14360.98709,17117.75588,2395.350127,8352.502038,7524.317646,27418.68784,0,0,0,0,0,104022.736
1422,3,7,60,6516.774138,9028.002313,11830.67129,13773.56472,16669.04841,2367.141486,8041.451576,7394.477173,26831.8692,0,0,0,0,0,102453.0003
1423,3,8,60,6361.837931,8939.645597,12060.0239,13325.11477,16466.45303,2361.143395,7777.118176,7302.655559,26266.55529,0,0,0,0,0,100860.5477
1424,3,9,60,6226.186036,8795.017368,12173.14109,12860.44157,16257.86157,2352.887782,7551.436809,7182.720615,25681.84961,0,0,0,0,0,99081.54243
1425,3,10,60,6115.644487,8693.740916,12121.25617,12545.772,16162.93286,2302.650813,7415.397652,7060.767319,25123.46716,0,0,0,0,0,97541.62938
1426,3,11,60,6002.827247,8664.780631,12083.65408,12247.71758,16099.90392,2295.038009,7273.535656,6988.741379,24675.98848,0,0,0,0,0,96332.18699
1427,3,12,60,5903.949885,8477.292761,12048.8163,12059.80074,16074.87329,2240.32211,7172.237411,6871.68594,24210.52667,0,0,0,0,0,95059.5051
1428,3,13,60,5905.10506,8387.831785,11972.35745,12023.60825,16196.99905,2224.887853,7244.332232,6843.926439,23791.81672,0,0,0,0,0,94590.86483
1429,3,14,60,5910.494962,8519.900752,11944.89927,12360.15679,16652.88093,2233.201954,7420.394779,6952.682642,23867.0681,0,0,0,0,0,95861.68018
1430,3,15,60,6095.153822,8660.575984,11986.43447,13025.35646,17486.72208,2274.448268,7786.698924,7170.685213,24547.03417,0,0,0,0,0,99033.1094
1431,3,16,60,6406.655,9081.765407,12221.01204,13991.94118,18591.83801,2364.003732,8281.140835,7529.580833,25653.20771,0,0,0,0,0,104121.1447
1432,3,17,60,6546.548645,9224.152989,12611.40878,14300.42171,18655.45806,2393.934909,8402.139033,7599.229116,26221.85397,0,0,0,0,0,105955.1472
1433,3,18,60,6575.283332,9095.274037,12686.43626,14229.26616,18299.82341,2360.765449,8274.858896,7483.351366,26015.21252,0,0,0,0,0,105020.2714
1434,3,19,60,6427.059235,8813.820947,12472.10319,13937.44968,17594.19506,2308.011126,8028.179653,7232.862329,25297.28849,0,0,0,0,0,102110.9697
1435,3,20,60,6189.277704,8462.143848,12162.20934,13444.96387,16607.66832,2213.231753,7623.76992,6899.092243,24119.77674,0,0,0,0,0,97722.13374
1436,3,21,60,6039.566106,8054.381974,11677.07991,13013.34244,15684.09631,2115.891544,7273.703464,6629.201689,22935.79777,0,0,0,0,0,93423.06121
1437,3,22,60,5927.667936,7803.37433,11016.89317,12761.95756,14994.09719,2074.746605,7003.427317,6446.658862,22180.78657,0,0,0,0,0,90209.60954
1438,3,23,60,5876.046831,7669.453407,10422.02348,12737.67715,14700.99875,2063.378794,6939.322773,6369.697431,21639.65331,0,0,0,0,0,88418.25193
1439,3,24,60,5799.280689,7630.320596,9997.590533,12856.44423,14553.84997,2043.097881,6944.551111,6367.164771,21581.88016,0,0,0,0,0,87774.17994
1440,3,1,61,5839.951451,7550.640857,9721.764009,13079.41235,14622.47803,2043.683662,7028.440618,6424.296891,21470.65733,0,0,0,0,0,87781.3252
1441,3,2,61,5905.992678,7646.232229,9617.47743,13478.32944,14986.02216,2086.477809,7296.331267,6604.37567,21757.98746,0,0,0,0,0,89379.22615
1442,3,3,61,6196.612839,7967.218802,9600.868308,14352.2738,15907.62004,2164.857356,7901.938092,7024.038902,22847.51533,0,0,0,0,0,93962.94347
1443,3,4,61,6507.595402,8563.778154,9802.908582,15233.79145,17193.75053,2324.140638,8595.255699,7624.457676,24849.25874,0,0,0,0,0,100694.9369
1444,3,5,61,6631.060888,8869.282476,10439.23845,15313.25287,17592.08471,2384.854023,8751.848567,7769.599477,25503.44001,0,0,0,0,0,103254.6615
1445,3,6,61,6571.490697,9024.103449,11307.34217,14768.35556,17031.61983,2396.061456,8590.59082,7603.735864,25505.27098,0,0,0,0,0,102798.5708
1446,3,7,61,6483.375919,9024.56527,11838.34193,14131.54552,16501.0149,2385.849297,8334.382903,7418.992665,25199.40897,0,0,0,0,0,101317.4774
1447,3,8,61,6439.42145,8956.28565,12011.29707,13613.34193,16052.88205,2361.712317,8070.692458,7268.856121,24831.49708,0,0,0,0,0,99605.98611
1448,3,9,61,6364.319468,8822.726734,12039.42159,13283.62455,15659.98016,2349.546519,7816.98042,7144.488425,24442.65635,0,0,0,0,0,97923.7442
1449,3,10,61,6353.900671,8672.871726,11996.81995,13242.63233,15369.43785,2332.969441,7629.412089,6999.634305,24061.95291,0,0,0,0,0,96659.63128
1450,3,11,61,6332.734144,8562.840527,11874.36701,13254.48203,15263.42797,2319.344349,7665.611263,6949.396809,23794.34718,0,0,0,0,0,96016.55129
1451,3,12,61,6238.553131,8392.725678,11891.56175,13311.57398,15295.40419,2309.105643,7739.538063,6891.640113,23412.42504,0,0,0,0,0,95482.52759
1452,3,13,61,6267.371791,8309.923158,11898.38609,13460.41577,15652.93264,2309.47862,7899.240435,6877.808127,23212.59022,0,0,0,0,0,95888.14685
1453,3,14,61,6272.337315,8325.699562,11841.0988,13751.17515,16383.10486,2304.886065,8094.233689,6984.752419,23318.3091,0,0,0,0,0,97275.59696
1454,3,15,61,6369.544825,8417.418016,11807.76078,14180.15159,17298.82685,2334.197073,8405.506379,7184.337228,23822.17528,0,0,0,0,0,99819.91802
1455,3,16,61,6587.220531,8772.456752,11967.84038,14704.07702,18231.08255,2398.185784,8625.657679,7404.460787,24805.6014,0,0,0,0,0,103496.5829
1456,3,17,61,6649.944461,8955.248934,12290.44135,14620.09118,18216.95445,2397.741653,8577.571215,7416.686121,25490.94213,0,0,0,0,0,104615.6215
1457,3,18,61,6561.484017,8872.922656,12537.9237,14291.24649,17858.4299,2360.115051,8391.751543,7247.065939,25364.49338,0,0,0,0,0,103485.4327
1458,3,19,61,6367.492017,8555.852306,12372.35291,13790.94185,17236.57543,2309.160305,8109.327829,7006.704916,24646.40303,0,0,0,0,0,100394.8106
1459,3,20,61,6139.6756,8178.346521,12106.11105,13128.3133,16336.53219,2211.803427,7743.561663,6724.03326,23621.7446,0,0,0,0,0,96190.12162
1460,3,21,61,5965.046987,7865.098546,11662.40444,12541.01208,15467.59,2109.337965,7362.901831,6429.192802,22564.23938,0,0,0,0,0,91966.82403
1461,3,22,61,5769.542945,7591.687086,11039.59119,12130.32862,14811.02167,2069.821856,7108.152708,6233.888344,21907.4947,0,0,0,0,0,88661.52912
1462,3,23,61,5714.458441,7460.129402,10513.2246,11868.8517,14419.73309,2023.664812,6954.87714,6133.87676,21532.08218,0,0,0,0,0,86620.89813
1463,3,24,61,5643.692093,7387.108721,10131.73286,11767.79777,14239.80554,2008.725952,6911.618738,6090.366495,21506.64718,0,0,0,0,0,85687.49536
1464,3,1,62,5647.885433,7363.678064,9948.81953,11813.46677,14200.06842,2001.444604,6935.037361,6080.72065,21667.94068,0,0,0,0,0,85659.06152
1465,3,2,62,5766.586819,7432.799075,9863.026873,12060.62644,14402.4266,2034.897244,7150.372261,6188.318218,22174.70845,0,0,0,0,0,87073.76197
1466,3,3,62,5954.743102,7825.642714,9896.620604,12722.96957,15082.43326,2118.449514,7575.873054,6467.542016,23433.69273,0,0,0,0,0,91077.96657
1467,3,4,62,6293.459644,8443.159942,10163.11031,13742.56584,15942.38379,2263.397106,8291.050293,6909.70011,25607.14255,0,0,0,0,0,97655.96959
1468,3,5,62,6483.621466,8760.800425,10815.91679,14094.56411,16641.4769,2351.622063,8588.683894,7160.88539,26638.93236,0,0,0,0,0,101536.5034
1469,3,6,62,6462.924809,8875.002037,11675.06062,14106.83313,17360.05863,2365.159027,8623.388138,7328.174542,26958.16474,0,0,0,0,0,103754.7657
1470,3,7,62,6515.109056,8953.358573,12114.38369,13911.79757,17819.17757,2374.288784,8593.008951,7433.104645,27066.88771,0,0,0,0,0,104781.1166
1471,3,8,62,6470.178942,9015.788316,12164.30686,13721.59119,18073.55159,2361.220621,8471.640178,7524.017679,26932.89549,0,0,0,0,0,104735.1909
1472,3,9,62,6414.242322,8905.180118,12057.27046,13352.47797,18250.93964,2359.354925,8292.341034,7502.143905,26721.95895,0,0,0,0,0,103855.9093
1473,3,10,62,6313.572835,8885.744068,12053.44829,12827.00999,18517.11472,2323.626517,8161.864761,7454.264929,26475.40804,0,0,0,0,0,103012.0542
1474,3,11,62,6244.463646,8883.777569,11972.14234,12425.58817,18386.07682,2321.775195,8061.03504,7353.372995,26273.24013,0,0,0,0,0,101921.4719
1475,3,12,62,6179.825503,8845.219824,11908.1819,12163.81916,18115.95593,2274.098195,7907.847202,7214.716771,25966.45286,0,0,0,0,0,100576.1173
1476,3,13,62,6218.163047,8827.535923,11894.43533,12126.56327,17813.44296,2263.69567,7969.566092,7116.36463,25703.61803,0,0,0,0,0,99933.38496
1477,3,14,62,6302.432158,8869.412291,11845.55108,12333.17505,17649.50136,2273.086682,8077.752175,7166.14151,25792.77587,0,0,0,0,0,100309.8282
1478,3,15,62,6461.688295,8963.460074,11908.91962,12921.60268,17967.99221,2308.087613,8308.377133,7289.688364,26489.62349,0,0,0,0,0,102619.4395
1479,3,16,62,6679.509221,9206.35626,12112.01308,13713.81787,18541.86249,2398.301977,8597.813431,7483.22579,27329.58779,0,0,0,0,0,106062.4879
1480,3,17,62,6725.690187,9381.25446,12512.55691,13888.78993,18235.86484,2405.829124,8603.876017,7429.193015,28039.36364,0,0,0,0,0,107222.4181
1481,3,18,62,6642.457621,9200.870293,12763.28703,13755.43081,17791.21913,2377.062961,8366.217293,7309.964548,27565.17024,0,0,0,0,0,105771.6799
1482,3,19,62,6492.153229,8938.761329,12592.68809,13373.10424,17066.7469,2317.140793,8131.726847,7087.667529,26920.00775,0,0,0,0,0,102919.9967
1483,3,20,62,6223.485905,8593.061016,12375.755,12840.86055,16170.17382,2218.58089,7697.989762,6734.688316,25717.93007,0,0,0,0,0,98572.52533
1484,3,21,62,6070.277072,8196.739722,11897.32083,12418.46141,15349.11979,2145.989831,7274.054769,6451.366945,24573.61576,0,0,0,0,0,94376.94614
1485,3,22,62,5946.28344,7974.962159,11259.62719,12161.6232,14650.18403,2086.083235,7005.028075,6239.88865,23934.04229,0,0,0,0,0,91257.72227
1486,3,23,62,5900.371692,7806.98034,10704.15091,12151.19692,14317.68509,2070.78611,6885.847335,6152.344832,23509.92306,0,0,0,0,0,89499.28628
1487,3,24,62,5868.797513,7753.212491,10345.73247,12200.58294,14170.89251,2031.453765,6864.607646,6144.456295,23313.88422,0,0,0,0,0,88693.61985
1488,3,1,63,5873.389852,7745.082892,10158.08153,12405.96207,14167.00522,2027.027652,6944.308834,6154.905967,23360.74165,0,0,0,0,0,88836.50566
1489,3,2,63,5999.516432,7869.909562,10043.82251,12976.56584,14443.05676,2073.407492,7181.36997,6318.060273,23918.07463,0,0,0,0,0,90823.78346
1490,3,3,63,6204.523741,8204.716474,10036.92728,13777.92679,15203.00131,2153.642588,7719.86674,6701.466129,25148.18173,0,0,0,0,0,95150.25279
1491,3,4,63,6648.516189,8760.643422,10318.21351,14904.27464,16085.18361,2307.655375,8455.720441,7295.630657,27219.63123,0,0,0,0,0,101995.4691
1492,3,5,63,6678.819558,9010.224715,10948.27959,14955.9791,16853.95731,2384.877403,8570.956241,7519.641273,28090.11339,0,0,0,0,0,105012.8486
1493,3,6,63,6622.685979,9111.557196,11760.69402,14169.08459,17133.09021,2410.885298,8263.79003,7510.473979,28043.35725,0,0,0,0,0,105025.6186
1494,3,7,63,6569.724029,9181.165053,12179.05275,13601.96245,17063.64687,2396.432088,7981.570618,7457.351026,27887.57344,0,0,0,0,0,104318.4783
1495,3,8,63,6526.454063,9159.910232,12252.79026,13196.33068,16924.58557,2402.201392,7736.94842,7359.660866,27802.63926,0,0,0,0,0,103361.5207
1496,3,9,63,6379.78034,9115.552712,12184.65785,13015.29743,16703.25648,2379.231753,7621.759981,7239.856086,27513.42645,0,0,0,0,0,102152.8191
1497,3,10,63,6402.190166,9114.318296,12142.83097,12837.88744,16537.22412,2352.124313,7594.812674,7169.725507,27294.994,0,0,0,0,0,101446.1075
1498,3,11,63,6348.489684,9108.442629,12057.61058,12811.53214,16523.42503,2336.346104,7658.165914,7158.769495,27207.31448,0,0,0,0,0,101210.096
1499,3,12,63,6340.469971,9007.177325,11973.73294,12851.51484,16610.7706,2307.966383,7656.947381,7135.142038,27018.22147,0,0,0,0,0,100901.943
1500,3,13,63,6364.294089,8987.131054,11907.80339,12763.46047,16740.95605,2289.630839,7684.115742,7150.517027,26967.98177,0,0,0,0,0,100855.8904
1501,3,14,63,6484.571129,9065.617625,11866.02167,13026.19743,17182.18976,2325.172404,7837.706358,7275.185142,27367.16311,0,0,0,0,0,102429.8246
1502,3,15,63,6624.504701,9224.288425,11833.82935,13709.31728,17900.25106,2365.494133,8250.460667,7483.127577,27886.76527,0,0,0,0,0,105278.0385
1503,3,16,63,6862.05565,9486.620033,11964.33235,14450.60493,18864.0375,2429.963912,8666.320421,7761.187554,28742.86174,0,0,0,0,0,109227.9841
1504,3,17,63,6954.612888,9562.515222,12237.88309,14681.61694,18910.54307,2443.647881,8727.855251,7805.850797,29268.88227,0,0,0,0,0,110593.4074
1505,3,18,63,6901.052198,9432.908518,12682.94206,14551.86848,18553.31206,2433.32101,8601.633173,7669.11731,28948.55507,0,0,0,0,0,109774.7099
1506,3,19,63,6745.94219,9120.197726,12552.05905,14215.94152,17898.72171,2367.911548,8358.837343,7443.836109,28193.74804,0,0,0,0,0,106897.1952
1507,3,20,63,6482.962369,8697.79649,12303.82948,13600.54138,16921.79414,2280.321983,7953.541061,7091.981255,27042.90553,0,0,0,0,0,102375.6737
1508,3,21,63,6256.2869,8315.304228,11836.85328,13086.80985,16013.17662,2205.660701,7599.77513,6789.181647,25861.50078,0,0,0,0,0,97964.54914
1509,3,22,63,6151.986636,8034.119643,11191.35238,12857.97619,15370.4933,2129.8158,7280.049468,6615.013216,25196.13453,0,0,0,0,0,94826.94116
1510,3,23,63,6054.617366,7820.224216,10632.42081,12789.8962,14984.27036,2108.291712,7131.536405,6528.02998,24790.03212,0,0,0,0,0,92839.31917
1511,3,24,63,6075.996603,7753.726352,10289.83652,12886.58774,14843.86147,2094.768424,7088.67985,6479.728413,24563.74629,0,0,0,0,0,92076.93167
1512,3,1,64,6038.531874,7614.508298,10121.90822,13044.8448,14860.42842,2073.640958,7150.110684,6484.131462,24546.49367,0,0,0,0,0,91934.59838
1513,3,2,64,6170.857043,7770.337913,9991.681897,13496.48746,15157.23264,2106.139255,7367.890635,6620.82341,25130.97521,0,0,0,0,0,93812.42547
1514,3,3,64,6399.926268,8060.298065,9983.537195,14299.55066,15953.15481,2187.802677,7897.552577,6965.797439,26152.5527,0,0,0,0,0,97900.17238
1515,3,4,64,6724.280948,8707.522718,10252.35983,15271.35273,17087.49282,2300.573967,8588.406906,7508.294968,28072.99335,0,0,0,0,0,104513.2782
1516,3,5,64,6806.833492,9047.950457,10892.96471,15268.86721,17682.65188,2382.642102,8723.660471,7712.571011,28801.9021,0,0,0,0,0,107320.0434
1517,3,6,64,6891.789888,9212.520008,11616.43745,14550.62806,17637.81212,2425.024025,8471.383204,7724.324137,28635.00361,0,0,0,0,0,107164.9225
1518,3,7,64,6787.203345,9290.391375,11998.60817,14039.96961,17480.4202,2427.487551,8232.027993,7649.909439,28139.1829,0,0,0,0,0,106045.2006
